,ydstogo,yardline_100,play_type,half_seconds_remaining,score_differential,fg_prob,td_prob
37788,3,63.0,2,968.0,6.0,0.22748702550184144,0.3591802169411364
37796,1,1.0,1,916.0,6.0,0.2014482539615439,0.7520648605063318
37800,1,60.0,1,169.0,-6.0,0.13524740205772548,0.27009281265538304
37802,7,36.0,2,1582.0,6.0,0.4259011003795988,0.3566018423201333
37803,7,7.0,2,1417.0,6.0,0.5470019345063178,0.4072645914967271
37805,4,56.0,2,924.0,-20.0,0.2733546047078368,0.3623975110046721
37807,1,43.0,1,182.0,-27.0,0.2222092612255309,0.3410714085570403
37809,6,52.0,1,1635.0,0.0,0.3121178746718198,0.3465341090636736
37811,7,28.0,2,970.0,0.0,0.4740367834611983,0.35682185849452064
37816,9,68.0,2,292.0,-6.0,0.1437110738278921,0.1928725187704524
37823,5,36.0,2,452.0,-2.0,0.3685072096001332,0.34479123336462913
37826,10,54.0,2,1489.0,0.0,0.30784456699859897,0.313837567826594
37827,11,31.0,1,1367.0,0.0,0.473947353912258,0.3322116967588224
37829,9,76.0,1,988.0,7.0,0.1649061491484224,0.2455986176789747
37832,6,76.0,2,626.0,0.0,0.1475652504038988,0.2442772191962468
37833,17,75.0,2,500.0,0.0,0.14528007453083838,0.18593932821595446
37838,7,91.0,2,1293.0,-10.0,0.0983330739670468,0.19426257980522327
37840,8,63.0,2,1092.0,10.0,0.24254007940766545,0.302878112466339
37842,1,71.0,1,564.0,-13.0,0.15085136317370784,0.35315321153253537
37843,10,66.0,2,526.0,-13.0,0.1944037871527684,0.24514141496841915
37848,1,24.0,1,1661.0,0.0,0.424393309864296,0.4658092074956864
37849,4,53.0,2,1188.0,7.0,0.2970789642195614,0.3732174750718374
37851,3,19.0,2,564.0,3.0,0.4747493586942012,0.383999268527244
37854,8,12.0,2,1702.0,17.0,0.5802249825973078,0.3237430787324517
37856,8,84.0,2,1447.0,24.0,0.12686012637768568,0.2170053947259662
37857,8,58.0,2,1368.0,24.0,0.2769153151175687,0.3176051164792816
37861,2,38.0,1,414.0,27.0,0.3225271091303204,0.3866535482412256
37862,1,25.0,1,288.0,27.0,0.3553555438424948,0.4117130547367303
37863,6,72.0,2,1756.0,0.0,0.18507859261043005,0.278990709397794
37864,7,40.0,2,1622.0,0.0,0.3984729858673504,0.3545209244006416
37865,1,71.0,2,1475.0,0.0,0.1743794577534328,0.3979028234808738
37870,9,57.0,2,368.0,-10.0,0.22108780079741988,0.2497810886277087
37871,1,74.0,1,160.0,3.0,0.08345043832529486,0.20697698467025705
37873,14,69.0,2,1461.0,4.0,0.20981732055443766,0.2493695813670035
37877,16,64.0,2,433.0,11.0,0.19619973783273945,0.2152923911414027
37881,1,66.0,1,1597.0,0.0,0.1983316027565326,0.4174568637849878
37885,10,60.0,2,829.0,-4.0,0.2578992472618279,0.29388269087494473
37886,1,2.0,1,570.0,-4.0,0.5163413972865326,0.4159058127936696
37887,15,79.0,2,363.0,-3.0,0.10928976929232732,0.15384457351130926
37891,4,36.0,2,1681.0,-7.0,0.4081192664221058,0.3887861039318716
37893,1,40.0,1,1182.0,-4.0,0.3358298464216655,0.4784537320204544
37899,1,18.0,1,1288.0,-4.0,0.4538197340410627,0.458770470698629
37900,2,42.0,1,1006.0,4.0,0.3447111388283856,0.4323484846599161
37910,1,26.0,1,1098.0,10.0,0.4104075934088756,0.4720229833843264
37913,1,76.0,2,243.0,-16.0,0.09063383242415217,0.2313119212293599
37914,3,7.0,2,92.0,-16.0,0.5597463892262764,0.22152388398366527
37915,2,2.0,2,63.0,-16.0,0.3680729980179822,0.4549282766799642
37916,9,70.0,2,1718.0,0.0,0.19953967610249287,0.2653459411506583
37917,2,49.0,1,1615.0,0.0,0.3065271797826869,0.4211195901290213
37919,1,18.0,1,1352.0,0.0,0.4542423101913217,0.4583714896967063
37920,5,5.0,2,1185.0,0.0,0.4835162904958203,0.4706377077356802
37930,10,55.0,2,91.0,-3.0,0.20699581458626976,0.129568337345548
37932,10,75.0,2,1371.0,-3.0,0.17285260193435542,0.2446190815457301
37933,6,60.0,2,1298.0,-3.0,0.2595077806410713,0.3291620191369726
37936,1,65.0,2,533.0,-2.0,0.17492893835920298,0.3735673872136753
37943,5,75.0,2,1008.0,2.0,0.16724889701234374,0.2815364611338106
37945,6,47.0,1,728.0,-2.0,0.33114101794888523,0.3491021076537202
37946,7,37.0,2,654.0,-2.0,0.3977776018750187,0.3471917083789041
37956,6,32.0,2,817.0,-2.0,0.4374934725536435,0.3648462684297672
37957,1,69.0,2,642.0,-5.0,0.16625898836754394,0.3765454737483348
37958,6,50.0,1,580.0,-5.0,0.2966461140353745,0.3289496304249601
37961,4,68.0,2,120.0,2.0,0.1026580016041954,0.1675896537473618
37963,8,80.0,2,64.0,-2.0,0.07807679029328861,0.07587116121923795
37964,3,75.0,2,1726.0,-2.0,0.16462081944762738,0.30630128517451005
37967,4,4.0,2,1267.0,1.0,0.4416148861762477,0.5126432344905513
37970,2,25.0,2,718.0,8.0,0.43415189752674105,0.4220826938997824
37974,7,62.0,2,1693.0,0.0,0.2474942711895075,0.3087833071012029
37975,6,12.0,2,1484.0,0.0,0.5676919134449602,0.341048107443778
37976,10,13.0,2,1135.0,0.0,0.5812390322620863,0.31751933175910696
37977,4,74.0,2,1079.0,-7.0,0.17183583696925664,0.2995951701321369
37979,5,35.0,2,723.0,7.0,0.4064423403812222,0.37160655663913256
37980,1,1.0,1,634.0,7.0,0.198721708970462,0.7477959040193447
37981,3,73.0,1,543.0,-14.0,0.14984369172377726,0.2794666881598229
37982,1,84.0,1,306.0,14.0,0.07570440909083939,0.2182593807513573
37983,14,87.0,2,199.0,14.0,0.06157698672732428,0.10016090937707146
37984,3,27.0,2,114.0,14.0,0.4133765081417365,0.22273630614176887
37986,3,88.0,2,1722.0,17.0,0.10717280585096996,0.2438274852394308
37987,1,1.0,1,1115.0,10.0,0.20261914685399085,0.7522124809014292
37989,5,75.0,2,929.0,17.0,0.16569887592853622,0.2795479489268885
37990,8,50.0,2,779.0,17.0,0.3201153382629087,0.32986066576746303
37991,4,21.0,2,557.0,17.0,0.4736095161601582,0.3692882537711595
37995,7,55.0,2,141.0,-17.0,0.17059008267336767,0.19952984620295997
37996,9,45.0,2,1615.0,0.0,0.3697087911068297,0.33500061322179464
37999,3,32.0,2,1037.0,0.0,0.41958716985692784,0.4094429259301953
38000,6,13.0,2,872.0,0.0,0.5553193080776535,0.3446977570221037
38001,6,73.0,2,721.0,-7.0,0.16914961536928408,0.2666037682335978
38002,7,57.0,2,604.0,-7.0,0.2557410288147957,0.3045265877147837
38005,10,80.0,2,91.0,0.0,0.08511666858328631,0.07841658734300963
38007,1,88.0,2,1407.0,-4.0,0.10448240831723654,0.3106689841095912
38010,1,54.0,1,587.0,7.0,0.2359662289807258,0.424463781235946
38011,1,1.0,2,376.0,7.0,0.19339679067397908,0.7330603599044371
38012,1,59.0,1,1534.0,-7.0,0.2342359200242468,0.4432444904100956
38014,9,9.0,2,698.0,4.0,0.5782702598807756,0.3642416146058128
38016,2,74.0,2,1756.0,-15.0,0.16630414619355646,0.3349442618650309
38017,9,67.0,2,1655.0,-15.0,0.2182966407062188,0.2776242286713152
38019,5,32.0,2,1306.0,15.0,0.44076842671812577,0.3784670266437861
38021,15,70.0,2,1026.0,-18.0,0.2026598915007715,0.2436355185729129
38022,12,54.0,2,494.0,25.0,0.2687242841427697,0.2698884639240189
38023,4,46.0,2,424.0,-32.0,0.2904659270303898,0.33459658134111736
38027,2,47.0,1,1111.0,-6.0,0.3166223951935342,0.4277680819453787
38029,14,59.0,2,9.0,-13.0,0.1501095951572255,0.09255027370374226
38030,1,34.0,1,1586.0,-13.0,0.37047703861862463,0.4756195741455358
38032,15,56.0,2,952.0,-17.0,0.29566343941432605,0.2868635217488025
38036,10,81.0,2,185.0,-7.0,0.07512224613416592,0.1206038239114344
38045,8,78.0,2,192.0,-17.0,0.08474708629179821,0.1368738726288268
38047,1,25.0,2,31.0,17.0,0.3568401102136409,0.2420538974986599
38050,6,76.0,2,993.0,23.0,0.16292505662488488,0.2669328898966937
38059,2,74.0,2,919.0,-9.0,0.16330570121362406,0.33674315058869625
38060,7,12.0,2,599.0,-9.0,0.5540850794146519,0.3290952122132874
38062,6,93.0,2,46.0,2.0,0.04325375039460234,0.05501974585012478
38063,7,61.0,2,1698.0,2.0,0.25397804576572464,0.3119676071909925
38069,8,49.0,2,1611.0,0.0,0.3387371587568557,0.3357420886506669
38073,1,1.0,1,529.0,5.0,0.19704886063020066,0.7436948498770065
38075,6,48.0,2,1713.0,2.0,0.3391415209575239,0.3531817123538574
38077,7,13.0,2,1375.0,4.0,0.5682812319554879,0.3353822775617062
38079,4,69.0,2,924.0,-11.0,0.19587210140504965,0.3174801043640159
38081,8,49.0,2,764.0,11.0,0.32614127496586154,0.3310540222348493
38082,7,23.0,1,586.0,11.0,0.4852168819176033,0.34174054529470066
38084,2,58.0,2,424.0,-14.0,0.20562036689851326,0.33572563759196805
38087,5,14.0,2,38.0,-21.0,0.4931333840087113,0.1931019810898298
38090,3,67.0,2,1111.0,-7.0,0.20714679654833454,0.3465321463835678
38092,8,93.0,2,894.0,7.0,0.0887937678219999,0.17730197603835526
38093,2,75.0,2,770.0,7.0,0.15345462750795896,0.32270998352454666
38095,9,55.0,2,565.0,7.0,0.26807874432998746,0.2920259044334242
38103,1,41.0,1,987.0,3.0,0.3274906365008943,0.4764492424414221
38111,4,39.0,1,1070.0,-4.0,0.38620688675753456,0.3920601105624464
38114,7,63.0,2,140.0,15.0,0.13083289160338665,0.17317977366470158
38117,1,71.0,1,980.0,-25.0,0.17134049869008716,0.3964519127709391
38120,2,40.0,2,262.0,-31.0,0.2763600663067218,0.343176034317886
38122,3,60.0,2,1653.0,0.0,0.24837750874658995,0.3672440526188162
38123,18,81.0,2,1097.0,-4.0,0.1422910923977945,0.19385849250610904
38125,5,35.0,2,808.0,-4.0,0.4113653081104988,0.37520913757782987
38129,4,35.0,2,1697.0,1.0,0.4145083986919325,0.3886397468764624
38131,6,31.0,2,1154.0,1.0,0.4523788220021665,0.3679665062702055
38132,1,39.0,1,729.0,8.0,0.32903386216637304,0.4675010309262177
38133,5,22.0,1,534.0,8.0,0.4735098531333893,0.3559900542722122
38134,6,66.0,2,333.0,-15.0,0.15886882128496474,0.2271828474641321
38135,6,31.0,1,120.0,8.0,0.3156946057906003,0.2643677297677345
38140,9,79.0,2,543.0,-3.0,0.12839512798460154,0.20282343613006626
38141,9,44.0,2,419.0,-3.0,0.32025156306520397,0.29551375741142943
38142,10,18.0,2,260.0,-3.0,0.4738670283380074,0.2866390811687789
38145,3,75.0,1,1722.0,-7.0,0.16464009058788487,0.3063716216552824
38148,1,66.0,2,1112.0,7.0,0.19713541551654207,0.4206403520735392
38151,4,71.0,2,185.0,-21.0,0.10489041518836743,0.17903528681158995
38157,3,5.0,2,1088.0,0.0,0.5699832220624317,0.3658689518054112
38158,1,63.0,1,900.0,0.0,0.2079817647311412,0.42620585623823903
38163,2,58.0,2,913.0,14.0,0.2478956796060819,0.3992196054834758
38166,4,72.0,2,437.0,-14.0,0.14390889946672247,0.2476996188284779
38170,2,2.0,2,1606.0,0.0,0.3140437753827649,0.6394073861982862
38171,7,13.0,2,1318.0,-7.0,0.5679984817521653,0.33575346159790315
38174,1,63.0,1,631.0,-7.0,0.1938623254983265,0.4002899567264813
38175,4,55.0,2,515.0,-7.0,0.24829123086520785,0.3278716340858474
38179,2,22.0,2,944.0,-3.0,0.4594215518552426,0.42370424550334096
38183,9,25.0,2,588.0,0.0,0.4812325468657055,0.3294623068650424
38184,1,46.0,1,285.0,0.0,0.23153493260327515,0.3711793146117552
38187,4,81.0,2,1603.0,0.0,0.13791315977304902,0.264011768976018
38190,20,83.0,1,1028.0,0.0,0.13205036563734304,0.18135858970843527
38191,1,37.0,1,781.0,0.0,0.34274742497950145,0.4714680526907896
38192,6,74.0,2,599.0,-7.0,0.15515253458833878,0.24920640328058485
38194,5,75.0,2,362.0,4.0,0.12117355985906605,0.20771756942173736
38197,15,70.0,2,1758.0,-7.0,0.20216974262635254,0.2380915998302369
38201,4,45.0,2,1136.0,14.0,0.3483315718845173,0.3872615844075093
38202,5,18.0,2,1001.0,14.0,0.5223411553556138,0.3643338227649001
38206,5,52.0,1,385.0,21.0,0.2480728265153236,0.2978077435108392
38207,3,3.0,1,211.0,21.0,0.35065101887870465,0.5301574439011939
38212,9,77.0,2,900.0,-4.0,0.1577984731697631,0.23926625139763025
38214,9,43.0,2,445.0,4.0,0.3326566352938839,0.3020304167836625
38215,1,1.0,1,16.0,-11.0,0.2515890949401872,0.5599481262526051
38222,7,66.0,2,843.0,-3.0,0.21620255160306007,0.29389571543848464
38223,13,46.0,2,682.0,-3.0,0.3514174823215617,0.3044386228457434
38227,3,73.0,2,146.0,7.0,0.08920042707097729,0.16823245084174562
38233,8,45.0,1,630.0,-4.0,0.342948690948594,0.3284753203247341
38235,6,40.0,2,229.0,1.0,0.29033289485481595,0.2785696047598369
38236,2,13.0,2,72.0,1.0,0.4918009625087501,0.23509029727831685
38238,10,34.0,2,1478.0,-2.0,0.4505120349259301,0.3372325228665031
38239,1,24.0,1,788.0,5.0,0.41369541835163104,0.465359004879682
38242,20,51.0,2,172.0,11.0,0.2145011873281004,0.1840062939132031
38245,6,68.0,2,1555.0,0.0,0.20925780162126176,0.2982046614769292
38246,2,63.0,1,1335.0,0.0,0.22501932884909226,0.3868808019552859
38247,16,61.0,2,1236.0,0.0,0.2645761780514044,0.2709728573226081
38251,10,74.0,2,194.0,-4.0,0.09957925636685463,0.14343387588293294
38253,8,51.0,2,61.0,4.0,0.21670017400671526,0.1345047866852151
38259,14,34.0,2,1013.0,18.0,0.4570805515086517,0.3202365855471404
38263,1,79.0,1,201.0,-25.0,0.07560067979493375,0.20234353029110136
38264,6,48.0,2,63.0,-25.0,0.2348222084752645,0.14889682719847144
38265,11,64.0,2,1686.0,0.0,0.2391287520662217,0.2766867880170503
38270,4,9.0,1,692.0,6.0,0.5526450265347963,0.3565913380313629
38273,7,64.0,2,1654.0,-10.0,0.2348801363873328,0.3025798515607127
38276,6,36.0,2,1347.0,3.0,0.4209461048950235,0.3679131415995748
38278,4,66.0,2,849.0,-7.0,0.2103187114787577,0.3261336477571929
38279,15,83.0,2,452.0,7.0,0.10415491785959273,0.15557931423906102
38288,4,43.0,2,928.0,-3.0,0.3571253707466129,0.3872090664478086
38290,2,2.0,2,649.0,-3.0,0.3054399974589311,0.6388629455233894
38291,14,66.0,2,482.0,-4.0,0.19102299071477327,0.2227964302931294
38294,4,83.0,2,1307.0,3.0,0.12967739992354327,0.2581828605577774
38300,2,67.0,1,1231.0,0.0,0.20290856320975653,0.3722078663827668
38303,11,86.0,2,922.0,0.0,0.1163625476891636,0.1932942965610434
38305,12,82.0,2,543.0,-3.0,0.1162632837813912,0.1797711272804318
38306,1,2.0,1,19.0,10.0,0.5265047767615251,0.2503570635109733
38307,5,69.0,1,1576.0,10.0,0.2016871899794138,0.3045253304943567
38308,11,85.0,2,1396.0,-10.0,0.12301141049112894,0.1985385287470445
38311,2,29.0,2,564.0,-8.0,0.3987996348498213,0.4142374892252226
38312,12,12.0,2,404.0,-8.0,0.5973761615985949,0.3095091897740283
38314,10,50.0,2,1626.0,0.0,0.3359341262256334,0.3206981762738191
38316,8,60.0,2,1237.0,-7.0,0.2632947560485384,0.31261657137204585
38318,1,77.0,1,381.0,-7.0,0.10677219846729803,0.2756727040707897
38319,5,55.0,2,220.0,-7.0,0.18970387886689732,0.2396580306071525
38321,3,65.0,2,35.0,4.0,0.1206030429182084,0.11719523869434433
38322,10,60.0,2,10.0,4.0,0.14301901084625976,0.096937562233706
38323,1,11.0,2,1433.0,-4.0,0.4898181771655358,0.4425633324737265
38327,10,50.0,2,275.0,1.0,0.24458594273017525,0.2425396723599948
38329,8,57.0,2,1643.0,0.0,0.282855072601868,0.3169784998075858
38331,15,70.0,1,861.0,-9.0,0.1986328202384084,0.2399054255854805
38332,4,58.0,2,616.0,9.0,0.24212538956265875,0.3339575897283744
38333,6,30.0,2,404.0,9.0,0.4064094962185236,0.3324455078646271
38337,2,38.0,2,1581.0,5.0,0.37268062712053796,0.4323466577806601
38339,3,3.0,1,419.0,-1.0,0.3686629986660164,0.5541375685628773
38342,5,47.0,2,1666.0,0.0,0.34189934911936604,0.3664631600280628
38346,2,66.0,2,848.0,7.0,0.20148327303516195,0.3678663863986837
