,ydstogo,yardline_100,play_type,half_seconds_remaining,score_differential,fg_prob,td_prob
22500,4,58.0,2,786.0,-1.0,0.2550929834533501,0.3501645165988577
22503,6,84.0,2,114.0,-8.0,0.07600230730358187,0.08395807687310286
22507,4,72.0,2,1237.0,8.0,0.1834661211045142,0.30875765826201057
22511,3,57.0,2,561.0,-5.0,0.2373683542058093,0.3455147619061175
22514,6,76.0,2,118.0,-8.0,0.1043343855540349,0.1018357741188311
22516,7,19.0,2,1389.0,0.0,0.5340101957858375,0.3456533005955843
22518,4,30.0,1,863.0,10.0,0.4378652839575989,0.3890222966467537
22527,8,33.0,2,1207.0,20.0,0.4493978837035623,0.35178954106545923
22528,12,82.0,2,1015.0,-23.0,0.13592111408753527,0.20739417017718828
22530,3,76.0,1,769.0,23.0,0.15186850618251665,0.29480873954848
22531,2,78.0,1,460.0,23.0,0.11679485570544748,0.2595296488523364
22532,9,38.0,2,186.0,23.0,0.29793540581666483,0.25221466341691645
22533,6,10.0,1,30.0,23.0,0.5269441229314752,0.1858544545073088
22534,10,66.0,2,1574.0,-6.0,0.2259369516909065,0.27662593771294963
22537,1,46.0,2,1189.0,-3.0,0.3030822518440621,0.473675652767366
22539,2,60.0,2,465.0,-3.0,0.20125691056183045,0.3385295999563178
22544,3,58.0,2,1529.0,-3.0,0.26085084092327754,0.37525070678124195
22548,7,90.0,2,974.0,-4.0,0.10059387232826993,0.19744445139130706
22554,5,58.0,1,190.0,4.0,0.16537276847394586,0.21902267836101444
22560,8,78.0,1,1341.0,0.0,0.15598375386064822,0.2439128135199777
22561,1,45.0,1,1254.0,0.0,0.309049698188932,0.4747230889480719
22568,1,54.0,1,1695.0,-1.0,0.2606987159883389,0.4545588925541918
22569,2,42.0,1,1590.0,-1.0,0.3486988288603469,0.4302221427809578
22572,4,59.0,2,1243.0,2.0,0.2594538818679907,0.35707841134773205
22574,6,94.0,2,925.0,-5.0,0.08572191503495195,0.1858631687294477
22575,8,85.0,2,859.0,-5.0,0.11871218708862638,0.20967187062216047
22578,4,74.0,2,240.0,5.0,0.10399142877556458,0.1856397645031861
22583,1,37.0,1,563.0,1.0,0.3273881607038032,0.4531113613979239
22585,3,52.0,2,267.0,-1.0,0.21260389166978594,0.2888260859808112
22586,6,26.0,2,115.0,-1.0,0.4401387625178466,0.1983294398994716
22592,9,62.0,2,801.0,6.0,0.2420702937898025,0.2918880432435547
22593,1,33.0,1,601.0,6.0,0.3534030197159232,0.4592941631588366
22595,3,73.0,2,469.0,-9.0,0.14147534983808646,0.2644092379896648
22596,11,16.0,1,200.0,-9.0,0.4736089093360682,0.2720517776867303
22600,8,48.0,2,1333.0,0.0,0.3461795888167506,0.34050795705639497
22603,1,81.0,1,407.0,-5.0,0.09630296008207996,0.264310528457922
22604,5,45.0,2,217.0,-5.0,0.2496340765696955,0.27021776885953164
22608,3,70.0,1,1637.0,2.0,0.1910899519566612,0.32992731446321266
22609,13,50.0,2,1501.0,2.0,0.3412455492924372,0.3073210713498369
22610,3,29.0,2,1376.0,2.0,0.44085995022657787,0.4068052910913877
22621,10,69.0,2,1146.0,3.0,0.20743445060508192,0.2692522287471586
22622,6,42.0,2,941.0,3.0,0.3754285704539809,0.3641604669748073
22624,2,72.0,2,791.0,-6.0,0.16861452116881814,0.3383202943753611
22628,3,73.0,2,1725.0,-6.0,0.17481120808720668,0.3153676005556548
22633,5,60.0,2,181.0,-12.0,0.1528992757400748,0.2089146880852516
22634,10,50.0,2,162.0,-12.0,0.20992030252459545,0.20882696313728355
22641,2,24.0,2,120.0,-7.0,0.3373800494234765,0.3284493679048908
22643,1,71.0,1,1732.0,4.0,0.17376668998385772,0.3936477215602252
22645,3,61.0,2,1438.0,-4.0,0.2429368159332123,0.3670095228331712
22647,2,50.0,1,938.0,1.0,0.2953321795811147,0.419985464099033
22648,3,41.0,2,858.0,1.0,0.35897285829378633,0.4046208762887256
22651,5,78.0,1,1714.0,0.0,0.15262408785531675,0.26382139900578183
22652,1,81.0,1,1568.0,0.0,0.13051912137470426,0.3467063527384349
22654,6,54.0,2,1243.0,0.0,0.2988654609588273,0.3460363402757765
22655,11,55.0,2,1011.0,-3.0,0.2996747557303027,0.3074871553092109
22657,1,33.0,1,677.0,-4.0,0.35908236578104397,0.4656783467924485
22659,8,92.0,2,403.0,4.0,0.06893561283286008,0.1374233102204765
22661,2,78.0,1,76.0,-4.0,0.08186299523653713,0.10688325722341437
22662,1,65.0,1,40.0,-4.0,0.11499900585560024,0.14474118428320096
22664,5,91.0,2,1561.0,4.0,0.09743404837335624,0.20680090351698927
22666,10,24.0,2,1165.0,-4.0,0.5155878006940652,0.3335862029257187
22667,1,4.0,1,1044.0,-4.0,0.5202904760484305,0.4265208078973528
22668,3,86.0,2,725.0,-10.0,0.1074705893211849,0.2438048458278768
22669,3,71.0,2,629.0,-10.0,0.16743953292626718,0.3020439954975143
22674,5,59.0,2,1446.0,7.0,0.2632270351338956,0.34176042598514955
22675,3,23.0,2,1277.0,7.0,0.4754893015314859,0.4010061324711479
22677,5,79.0,2,681.0,-21.0,0.13632331344930082,0.24637370103799586
22678,7,65.0,2,622.0,-21.0,0.20772642486911466,0.2797760397845545
22679,2,20.0,2,533.0,-21.0,0.4490532019313077,0.4062029749670316
22682,5,81.0,2,1544.0,-11.0,0.1389927121128802,0.25287101392928074
22689,1,50.0,1,1297.0,0.0,0.28201996977201665,0.4674526669574325
22692,6,76.0,2,1760.0,14.0,0.1633882288021713,0.2619765378548087
22693,8,35.0,2,1569.0,14.0,0.4367928413312156,0.3490859187337099
22696,1,21.0,2,1037.0,21.0,0.43573290880902615,0.4646675303337736
22698,10,74.0,1,507.0,-16.0,0.14871311621184646,0.2123280333604008
22700,3,77.0,1,1704.0,0.0,0.15487992515160318,0.29741064243009063
22701,4,39.0,2,1548.0,0.0,0.3888829591739201,0.3895027250881711
22702,8,8.0,2,1348.0,0.0,0.5697224128176782,0.3843395420369377
22711,1,4.0,2,36.0,-10.0,0.5194436055150515,0.2546341693800692
22712,7,69.0,2,1747.0,-3.0,0.2035647231373316,0.28257321567341376
22713,4,74.0,2,1396.0,-4.0,0.17294392833629094,0.2988496236146081
22717,4,74.0,2,326.0,8.0,0.11850350523165015,0.21103464534259486
22719,1,51.0,2,29.0,-8.0,0.17837363554122754,0.18086884191887265
22720,2,68.0,2,1744.0,0.0,0.19698545590477065,0.3617135888514956
22721,12,65.0,2,1672.0,0.0,0.2333692656629437,0.26877124369372524
22723,7,30.0,2,1452.0,0.0,0.4657798291479789,0.3567456035975126
22726,16,40.0,2,363.0,-3.0,0.34872155653010833,0.2645590842815298
22727,3,3.0,2,224.0,-3.0,0.3521712252902476,0.5322611521246018
22730,8,16.0,2,633.0,-10.0,0.5383092637017011,0.32927278013909306
22735,3,14.0,1,859.0,7.0,0.5191204292733681,0.3854411643499275
22737,4,43.0,2,472.0,-20.0,0.3187985642150186,0.3501171556531083
22738,2,14.0,2,115.0,13.0,0.5042855349317296,0.2445178851917831
22739,1,1.0,1,11.0,13.0,0.2507163743210181,0.5580842683899706
22744,1,1.0,2,1254.0,-20.0,0.203277153390974,0.7517095594000716
22748,4,79.0,2,501.0,-14.0,0.12086329256210265,0.23139273591066106
22749,3,32.0,2,385.0,-14.0,0.3676689924061415,0.3654226612598449
22751,4,66.0,1,16.0,0.0,0.11202524947060953,0.1033663266862347
22752,2,23.0,1,681.0,0.0,0.443479334387468,0.41845896957047457
22753,2,64.0,2,1683.0,0.0,0.21893763495981647,0.3785641919292971
22754,4,56.0,2,1615.0,0.0,0.27822579324037594,0.3617531578588879
22756,7,51.0,2,1435.0,0.0,0.3225297336093163,0.3419436049989004
22757,1,12.0,1,1283.0,0.0,0.4839357040639386,0.4459389462757882
22758,1,1.0,1,1174.0,0.0,0.2029095922395104,0.7520412516630769
22759,6,65.0,2,1091.0,-7.0,0.2266949287522708,0.31246532820578554
22761,8,21.0,2,700.0,7.0,0.5121422665810237,0.3378057754943079
22762,1,21.0,2,366.0,-14.0,0.3934918915097533,0.4276192301206127
22765,5,82.0,1,53.0,7.0,0.06847526531097517,0.0766904117920059
22766,13,83.0,2,1336.0,3.0,0.13252019422309672,0.1997071388429288
22767,1,1.0,1,900.0,-3.0,0.2013359492637825,0.7519840565595746
22768,3,72.0,2,827.0,-4.0,0.17397125922052167,0.3169453849913096
22770,4,74.0,2,543.0,1.0,0.14722586170374674,0.2605883368342904
22771,5,7.0,2,404.0,1.0,0.5488639483174492,0.3284343118588697
22772,2,39.0,2,205.0,-7.0,0.26666081356828714,0.3265751617173653
22775,1,66.0,1,1356.0,3.0,0.19846175806559044,0.42057309519765307
22784,7,16.0,2,136.0,9.0,0.4375926360837094,0.2801107867212201
22790,3,73.0,2,1289.0,-12.0,0.17590011511715853,0.32124897382567275
22792,1,37.0,1,1036.0,12.0,0.3502876476082728,0.4783952369013224
22794,8,62.0,2,820.0,-15.0,0.2416132003056815,0.29937434030039883
22797,5,71.0,2,512.0,-18.0,0.15999191288373588,0.2567281366870493
22798,10,20.0,2,364.0,-18.0,0.4848639659208495,0.3016174357148653
22804,6,22.0,2,900.0,-7.0,0.5037822653348326,0.35910757339750865
22809,1,71.0,1,1462.0,-3.0,0.1743920836383845,0.39807721642868615
22811,2,72.0,2,976.0,-4.0,0.1743159387469694,0.3479441311359971
22812,8,65.0,2,896.0,-4.0,0.2256665124447073,0.2922638152950892
22817,5,58.0,2,1289.0,0.0,0.26959515359931235,0.3461845064960803
22819,7,77.0,2,1020.0,-3.0,0.1589888466386497,0.2549135002416762
22821,5,75.0,2,760.0,0.0,0.15975699545293826,0.27080817815911856
22824,2,43.0,1,408.0,0.0,0.2904043233036891,0.3761866436716833
22825,7,35.0,2,339.0,0.0,0.3606992542822029,0.30796049998728176
22826,2,2.0,1,120.0,0.0,0.2748481042066636,0.5834972362840999
22829,10,69.0,1,1550.0,7.0,0.20725652969635672,0.2659805323223391
22830,5,32.0,1,1274.0,-7.0,0.44059439587476223,0.3786583801968135
22834,5,40.0,1,107.0,4.0,0.31553080237868564,0.18432793636686065
22840,6,64.0,2,607.0,1.0,0.2105420514914077,0.2896669956103353
22841,15,58.0,2,495.0,1.0,0.24439132748646675,0.2477287507738429
22843,1,80.0,1,258.0,-1.0,0.08080051131098179,0.21927819293194428
22844,1,51.0,2,116.0,-1.0,0.21515590166151088,0.2176322418555712
22847,6,29.0,2,912.0,-13.0,0.4605283419234072,0.3656714841876321
22848,2,72.0,2,809.0,13.0,0.16938135472214524,0.3396868403620447
22849,7,53.0,2,716.0,13.0,0.29269594397095466,0.3265998168089941
22851,4,4.0,2,352.0,-13.0,0.41544882831270097,0.4948461166144282
22853,10,28.0,2,50.0,-9.0,0.3964481214539553,0.16365912238112154
22856,2,64.0,2,1562.0,0.0,0.21931278725137346,0.3805061301436253
22859,8,48.0,2,735.0,7.0,0.331148030592499,0.33124963966093623
22862,11,70.0,2,181.0,-10.0,0.11284785658581638,0.14946040447824993
22865,9,66.0,2,1639.0,7.0,0.22468699092172725,0.2814942428533246
22867,1,32.0,1,829.0,7.0,0.3721190841930556,0.4731537244708404
22868,8,78.0,2,579.0,-10.0,0.13567676837151024,0.2167565420359961
22870,1,1.0,2,171.0,10.0,0.18460015109788125,0.7037648642016251
22871,10,80.0,2,124.0,-17.0,0.06869286076407162,0.10877655071493572
22872,4,79.0,2,1711.0,0.0,0.14676619506911753,0.27157850725609817
22874,16,60.0,2,1291.0,-3.0,0.27173977717119696,0.2736162832206126
22878,7,45.0,2,459.0,-3.0,0.3157453627214573,0.3135904137517793
22881,4,44.0,2,1382.0,-4.0,0.3563051848922262,0.38735878848498295
22882,1,5.0,1,988.0,4.0,0.5147613437918654,0.4292386504705033
22883,7,80.0,2,894.0,-11.0,0.14173106088955914,0.2388766105165503
22885,7,21.0,2,313.0,8.0,0.4544324029972953,0.31270686622636795
22887,10,22.0,2,150.0,-11.0,0.4076488120709742,0.2631274934315386
22892,1,83.0,1,1230.0,0.0,0.12273078958786607,0.3394688685572486
22894,3,29.0,2,818.0,0.0,0.4314677841127888,0.4044389360842856
22896,2,38.0,1,1511.0,3.0,0.3726152088183256,0.4331230039960808
22897,3,62.0,2,1210.0,-6.0,0.23657687071047764,0.3653058538075215
22899,10,23.0,2,910.0,-3.0,0.5172991250617247,0.3319319029640181
22900,8,76.0,2,781.0,-4.0,0.15832198392576408,0.24384343656538024
22901,8,25.0,2,611.0,-4.0,0.4793971878066413,0.3372224303275225
22903,7,55.0,2,278.0,1.0,0.2090453893762464,0.2435681912936989
22904,1,25.0,1,115.0,1.0,0.39880493031305625,0.2698811002489102
22906,3,49.0,2,900.0,7.0,0.3103431608789096,0.3953935142532625
22910,3,7.0,2,1355.0,7.0,0.5622226018880857,0.36943461268997857
22912,4,84.0,2,738.0,14.0,0.11683221687367874,0.2400452012870376
22915,3,73.0,2,471.0,-17.0,0.1417225472903417,0.2648563307230074
22917,4,46.0,2,224.0,10.0,0.2416063181033575,0.27988430682833504
22920,3,47.0,2,1344.0,7.0,0.32927761227375796,0.40169414534218895
22924,13,54.0,2,978.0,-7.0,0.3086729383456653,0.3001040149016175
22933,6,59.0,2,27.0,-6.0,0.15111207242344749,0.11369516308540092
22935,10,80.0,2,1357.0,6.0,0.14654375114333534,0.22414238609419074
22942,1,26.0,1,900.0,14.0,0.4066609515760703,0.4703268231766305
22944,10,80.0,2,349.0,-28.0,0.10226798234176032,0.16092144233186054
22946,9,74.0,2,64.0,-28.0,0.09888292584786876,0.08518033902311374
22949,4,74.0,2,1110.0,-35.0,0.1721432248651752,0.29986942466840083
22953,6,43.0,2,619.0,35.0,0.3487724474862631,0.3467022473971111
22955,4,72.0,2,120.0,-35.0,0.08883424055009002,0.1542736489008508
22956,1,71.0,1,1726.0,0.0,0.17378663197746502,0.3937593676194212
22958,4,78.0,2,1416.0,0.0,0.1527063819937899,0.2805544396292414
22960,3,63.0,2,1210.0,0.0,0.2307300097166552,0.3618284176994167
22962,3,33.0,2,737.0,0.0,0.4028971451025452,0.4026665347815703
22972,8,26.0,2,362.0,22.0,0.4347142226750623,0.3127388158114726
22975,10,52.0,2,45.0,-29.0,0.2046596259431132,0.12245848656859452
22982,1,71.0,1,393.0,-11.0,0.13101149514420876,0.30818600062707824
22985,1,71.0,1,40.0,-14.0,0.09266568299061836,0.1279683017752055
22986,5,22.0,2,1663.0,7.0,0.5034074834013962,0.3666336949070634
22987,3,48.0,2,1545.0,-14.0,0.32310090686359594,0.39804258549024607
22988,10,24.0,2,1076.0,-7.0,0.5145044251432691,0.3337199133504871
22994,4,46.0,1,84.0,-9.0,0.2541298070938522,0.17179203550374755
22997,4,53.0,2,1327.0,0.0,0.29775417823963923,0.3726056052451759
22998,7,33.0,2,1216.0,0.0,0.4451123071342964,0.3594795123043938
23004,1,77.0,1,1738.0,0.0,0.14667120336156386,0.36450055158832817
23007,5,51.0,2,1125.0,0.0,0.31422903276449804,0.3637861994259313
23011,3,73.0,2,214.0,-10.0,0.10158162898314993,0.1912172490249319
23015,1,55.0,1,1085.0,3.0,0.25329658109584546,0.4562983539131807
23017,5,65.0,2,858.0,10.0,0.21911975102455225,0.31735363609982714
23019,1,71.0,1,414.0,-20.0,0.13389029153128465,0.31477191464762194
23027,1,85.0,2,817.0,17.0,0.10962124927468994,0.3163853913485603
23029,13,49.0,2,535.0,-17.0,0.3119771583561963,0.2842747012612177
23031,2,60.0,2,135.0,-19.0,0.13349231617900054,0.22663899901443
23033,8,86.0,2,1517.0,0.0,0.11786363444422805,0.20753832854726664
23034,11,45.0,2,1182.0,0.0,0.3739575171552267,0.32716520101700386
23035,4,93.0,2,775.0,-7.0,0.08545320600899306,0.20157413268420973
23037,6,6.0,2,311.0,-14.0,0.4817444792747777,0.4165626492055178
23045,1,68.0,2,1074.0,7.0,0.18697028078347602,0.4119188739673713
23050,7,8.0,2,202.0,10.0,0.5158222350896005,0.2912322475249
23054,5,80.0,2,1185.0,-3.0,0.14402665425539962,0.2606288904927668
23056,3,73.0,1,995.0,3.0,0.17347223741147466,0.3194465644329324
23057,1,60.0,1,900.0,3.0,0.22321125686965826,0.4366842485279092
23058,5,47.0,2,517.0,-10.0,0.3044296664369662,0.33702300883125674
23059,3,25.0,2,436.0,-10.0,0.4221561759958451,0.3760007660023826
23060,6,54.0,2,214.0,3.0,0.19584452399070093,0.2334165107403644
23061,8,18.0,2,120.0,3.0,0.42052102270782304,0.26915900729154063
23063,5,29.0,2,49.0,10.0,0.372512678159067,0.1838834168986894
23064,15,60.0,2,1236.0,-13.0,0.2709305721945091,0.2774100921738167
23068,5,65.0,2,454.0,6.0,0.18358955818450493,0.2689346259115081
23072,1,71.0,1,1740.0,0.0,0.1737398081375157,0.3934982388035251
23073,13,79.0,2,1516.0,0.0,0.1517415474785684,0.21387474944061624
23075,7,72.0,2,1382.0,0.0,0.1877192100977545,0.27576562813524
23076,1,1.0,2,1281.0,0.0,0.20339571206661936,0.7515767929857724
23077,5,75.0,2,1190.0,-7.0,0.16898752720239033,0.2830101654890195
23085,7,86.0,2,288.0,-1.0,0.07374182637836785,0.1387117045527747
23087,16,67.0,2,66.0,-2.0,0.1322037746112702,0.08924170972257713
23092,5,75.0,2,1020.0,-4.0,0.16743360006894978,0.2817522305260638
23094,10,80.0,2,768.0,-11.0,0.13883164222494854,0.2158950078472499
23095,1,42.0,1,660.0,4.0,0.30787671634745994,0.4590972682868834
23097,3,11.0,1,120.0,7.0,0.4400739905278897,0.3184955552976592
23099,4,62.0,2,1339.0,-7.0,0.2412410560539552,0.3468360748732989
23100,8,33.0,2,1253.0,-7.0,0.4497228957731396,0.35158860320808605
23102,1,71.0,1,1004.0,4.0,0.17177877916074658,0.3971977027359912
23103,1,1.0,1,640.0,4.0,0.19880265795082067,0.7479742319450954
23108,1,71.0,1,89.0,-11.0,0.10577752380860786,0.1458740707047869
23115,6,65.0,1,586.0,-8.0,0.2025044741568012,0.2831168013619627
23117,4,83.0,2,240.0,8.0,0.07475436164000814,0.1533692029416178
23120,1,57.0,1,1175.0,4.0,0.24370524504921506,0.4516615803725022
23121,2,72.0,1,988.0,-2.0,0.17454775396340375,0.3482892289571006
23124,10,74.0,1,721.0,-2.0,0.16692402574729326,0.23689826470631545
23125,11,30.0,2,559.0,-2.0,0.4500332209975855,0.3177523241800597
23126,1,1.0,1,399.0,-2.0,0.19406618839559056,0.7351217864271427
23130,1,71.0,1,1755.0,5.0,0.1736885352723091,0.39321611798488093
23133,5,47.0,2,1080.0,-2.0,0.3401735839593793,0.3706751116842759
23134,1,17.0,1,900.0,-2.0,0.4537018882704094,0.4565724499584611
23146,3,51.0,2,858.0,12.0,0.2962968717838483,0.3898128391373058
23155,6,87.0,2,862.0,4.0,0.10997071320313632,0.2143624344855549
23156,1,12.0,1,738.0,-4.0,0.4742428063449652,0.4437601221914971
23157,3,72.0,2,565.0,-3.0,0.15679068131133392,0.2877588943339397
23160,4,74.0,2,1606.0,-10.0,0.17228977493478415,0.2959652638170185
23163,8,37.0,2,1022.0,0.0,0.4197888933865607,0.3513989539898334
23167,12,82.0,2,464.0,-3.0,0.1088114796683695,0.16862324225103992
23170,1,71.0,1,1715.0,0.0,0.1738226884947079,0.3939629789815976
23172,1,38.0,1,1359.0,0.0,0.34795126083408584,0.4782419720615544
23174,4,80.0,2,1116.0,-3.0,0.14263691998577202,0.2725751911308387
23175,6,63.0,2,1036.0,-3.0,0.2382781662347141,0.31892450237333275
23177,4,86.0,2,821.0,3.0,0.11181655264153344,0.2364017828649857
23181,8,54.0,2,112.0,-3.0,0.2211734870172148,0.14359226829429494
23183,9,66.0,2,1594.0,-3.0,0.22493276397567252,0.282159189489704
23185,3,49.0,2,1132.0,4.0,0.3153173348363569,0.3991169933736162
23191,1,42.0,1,317.0,4.0,0.261069171038788,0.3930744710523677
23192,4,20.0,1,266.0,4.0,0.4307350905363002,0.33342414388727604
23197,2,61.0,2,930.0,4.0,0.2314364937329751,0.3902201827738068
23198,4,24.0,2,823.0,4.0,0.4730240363088146,0.3834604176593731
23200,7,77.0,2,520.0,-11.0,0.13412713448920058,0.2180985186153604
23204,3,61.0,2,1631.0,-21.0,0.2424668287739201,0.3643157207658332
23205,1,1.0,2,1439.0,-21.0,0.20404966025930288,0.7506486688254583
23206,2,23.0,2,1327.0,14.0,0.4586474778115667,0.4249761165189741
23208,1,70.0,2,1185.0,-17.0,0.17849291503216444,0.4043264731356003
23210,2,81.0,2,900.0,17.0,0.13133801363166925,0.3019393553160338
23214,10,81.0,2,306.0,-20.0,0.09273003058105407,0.14836597754183067
23215,1,1.0,2,120.0,26.0,0.181360386174948,0.6924065528886747
23216,5,72.0,2,1412.0,0.0,0.18528869703487075,0.2944020296620204
23217,1,31.0,1,1204.0,0.0,0.3849008157211288,0.4768397945661802
23219,2,82.0,2,1050.0,0.0,0.12965219826312047,0.3014327507920257
23220,2,42.0,2,900.0,0.0,0.3419038686260717,0.4301084113565064
23222,9,74.0,2,710.0,-3.0,0.16570321895020973,0.24115075884951706
23226,1,78.0,1,1534.0,4.0,0.14299711151394534,0.3629841616121859
23230,9,83.0,2,293.0,3.0,0.08401904132894811,0.1421867799947763
23234,1,72.0,2,1064.0,-6.0,0.16806945580850152,0.394009835402224
23236,10,94.0,2,784.0,6.0,0.08325425422888211,0.16068095977634805
23237,1,55.0,2,671.0,6.0,0.2378829878675344,0.4335527540684598
23238,2,61.0,1,512.0,-6.0,0.20237749767948315,0.3452613610242912
23240,8,56.0,1,248.0,6.0,0.1967256672106816,0.22576635393471656
23243,1,51.0,1,1280.0,-1.0,0.27651176228410124,0.4656861980786353
23244,4,13.0,2,1119.0,-1.0,0.5422450316455757,0.36775553439222897
23246,3,53.0,2,969.0,6.0,0.2875307485449593,0.3889425451499447
23249,5,58.0,2,348.0,13.0,0.203690095673434,0.2685741902124701
23256,1,45.0,1,671.0,-3.0,0.2920748286528399,0.4560687293256546
23258,2,72.0,2,1727.0,-6.0,0.1763559628061558,0.34465573318047205
23261,2,61.0,2,1370.0,-3.0,0.2362820848854678,0.3934884384287467
23263,4,37.0,2,998.0,0.0,0.3976412780088232,0.39217097663557343
23266,4,55.0,2,252.0,-13.0,0.1955158991612631,0.26009879874108016
23270,4,21.0,2,732.0,-10.0,0.4867246684378013,0.3776504179932495
23276,8,57.0,2,1657.0,20.0,0.2827839243613348,0.3167739603431504
23280,10,82.0,2,1170.0,-23.0,0.13668137244711218,0.2167602270210372
23282,6,71.0,2,870.0,-29.0,0.1867583506510738,0.2842013071382335
23284,11,73.0,1,540.0,29.0,0.1579677364833163,0.21694869965555394
23285,5,55.0,1,397.0,29.0,0.23176405779088305,0.2913392242479921
23288,1,48.0,1,45.0,-29.0,0.2026482441984711,0.19608198855326164
23293,6,17.0,2,1074.0,-6.0,0.5368491375456167,0.352481645199382
23294,4,74.0,2,1027.0,-1.0,0.17117170934330747,0.2988742377265925
23296,5,29.0,2,900.0,1.0,0.4535569151864851,0.3760692949980299
23298,4,62.0,2,642.0,-4.0,0.22070280202634035,0.3235922248045893
23302,5,65.0,2,1716.0,-9.0,0.22470390846763666,0.31767863279316383
23307,4,83.0,2,1044.0,-9.0,0.12850204857099826,0.2577430529797183
23308,1,50.0,1,277.0,-2.0,0.20809849437355465,0.3549693845870481
23309,8,63.0,2,181.0,2.0,0.14194800279051856,0.18186364200655933
23312,9,76.0,2,1645.0,0.0,0.1658155900838814,0.2424298153580119
23314,6,62.0,2,1503.0,0.0,0.2464711985589173,0.3205892352022611
23315,2,72.0,2,1274.0,-7.0,0.17718677555418896,0.350721367510033
23317,1,81.0,2,1071.0,7.0,0.12957472029309566,0.3490447983708395
23321,12,82.0,2,656.0,0.0,0.12442560757388026,0.19178131453699107
23324,4,78.0,2,156.0,0.0,0.07669599822516229,0.1459921786620878
23325,5,43.0,2,74.0,0.0,0.2743575013004191,0.16803982121778693
23326,9,79.0,2,1753.0,-3.0,0.14952243890361172,0.2282916492219565
23329,1,6.0,1,1333.0,11.0,0.513453725884891,0.43061843582220977
23335,5,64.0,2,450.0,-18.0,0.18846472503397424,0.27187136008618656
23336,8,78.0,2,282.0,15.0,0.09916587925964733,0.1597564001809979
23338,8,81.0,2,76.0,22.0,0.07771912883470758,0.07667438587085759
23339,7,68.0,2,1722.0,0.0,0.20971052530381587,0.2868401611094447
23341,2,72.0,2,1492.0,-7.0,0.17715169780153986,0.3485076591227028
23343,8,48.0,2,1361.0,7.0,0.3462177311078647,0.3402772852422027
23345,4,69.0,2,968.0,10.0,0.19694705824617253,0.3188274895132645
