,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
1302,0,0,1,17.0,215.0,3,8.0,0.3875848479080454,0.39762754135399,3.618996297956543,1.0
1303,0,0,1,30.0,1623.0,3,0.0,0.3922578011095897,0.4728908608076072,3.7795951227480704,1.0
1306,0,0,1,66.0,1125.0,3,-3.0,0.19727024462040046,0.4207741056646819,1.609920409933829,0.0
1321,0,0,1,1.0,719.0,3,0.0,0.19975226344572364,0.7498783172669203,5.667571333880371,0.0
1323,1,0,10,21.0,427.0,1,-4.0,0.4899622327393952,0.3089893654844906,3.0470257588064844,1.0
1327,1,0,1,22.0,1642.0,2,0.0,0.43484753154501066,0.4629992044925838,4.011524368457734,1.0
1328,0,0,2,2.0,1208.0,3,-7.0,0.31188419610504003,0.6421615549217972,5.227273435012618,1.0
1330,0,0,1,58.0,112.0,3,2.0,0.17298589677851836,0.1949975832676046,1.5141494212689066,0.0
1333,1,0,11,37.0,1297.0,2,-3.0,0.4320261163284261,0.3329167468243135,2.406195900774488,0.0
1338,0,0,1,41.0,138.0,2,-4.0,0.22070845929028007,0.3288602093274212,2.3750439769254954,0.0
1348,1,0,17,62.0,120.0,3,0.0,0.13568661752582134,0.14356898104661106,0.2353002146793919,0.0
1350,0,0,1,66.0,530.0,2,0.0,0.16992694977162148,0.36857040137556396,1.5188920620931323,1.0
1351,1,0,1,42.0,383.0,2,0.0,0.2740357752590075,0.4118319215811988,2.9196428767613227,0.0
1355,0,0,1,1.0,227.0,3,7.0,0.1876059642994228,0.7140980741325479,5.399345451994192,1.0
1362,1,0,15,35.0,900.0,1,27.0,0.4487465493796067,0.3151484770096697,2.4229162419560835,0.0
1365,1,0,3,35.0,223.0,3,24.0,0.30731071554112865,0.3213945439949181,2.511374472299269,1.0
1374,1,0,2,15.0,100.0,3,15.0,0.4897650122626986,0.24127893855811264,3.0231233261128763,0.0
1380,1,1,1,54.0,559.0,3,-21.0,0.23308040490582466,0.4196031157030046,2.4253953211279136,1.0
1387,1,0,3,49.0,385.0,1,-15.0,0.2577777300475981,0.3332160759375694,2.0010261842262635,1.0
1395,0,0,1,20.0,509.0,3,2.0,0.4173515239920928,0.4447969232143217,3.947080166747472,1.0
1398,0,0,2,39.0,120.0,1,2.0,0.23974764498048895,0.2943181074800621,2.1752200799713903,0.0
1399,1,0,2,54.0,1650.0,1,0.0,0.27660012561149266,0.4101401971370903,2.043322723459532,0.0
1418,1,0,1,24.0,83.0,2,-6.0,0.3910053175371414,0.2607782761173783,2.838173130394754,1.0
1420,1,0,2,74.0,1733.0,3,0.0,0.1664056036466533,0.3353655645372636,0.20973425148606584,1.0
1421,0,1,6,71.0,1283.0,3,-7.0,0.19233666665579813,0.2893086079832777,-0.09653664008101304,0.0
1426,1,0,8,32.0,513.0,2,-14.0,0.4199249649190181,0.3300577122377351,2.720414181359624,1.0
1428,0,0,1,81.0,191.0,3,-14.0,0.06894665646811887,0.1903827124699949,0.2649011964028718,1.0
1436,1,0,4,63.0,303.0,3,24.0,0.16450628371817885,0.2473030480605309,0.8264254608129159,1.0
1437,1,0,5,50.0,170.0,1,24.0,0.2040071434743516,0.2388916331261634,1.3573825529477184,1.0
1440,0,0,2,9.0,1216.0,1,-1.0,0.5320005190764435,0.3982489197685935,4.034873278286718,0.0
1441,1,0,11,72.0,1090.0,2,-2.0,0.18964469368794454,0.252519098795807,-0.5063943449938669,0.0
1445,0,0,1,56.0,449.0,2,4.0,0.20864089095797567,0.38860199443854304,2.164426772600744,0.0
1454,0,0,20,27.0,208.0,3,11.0,0.40775469643218426,0.2411128065161281,2.2463032883651386,0.0
1467,0,0,10,97.0,92.0,2,-1.0,0.04291720940899515,0.05142267391944394,-0.21660941860468724,0.0
1475,1,0,9,80.0,366.0,1,11.0,0.10421520787415416,0.1680265198159137,-0.6353200456490791,0.0
1476,0,0,1,65.0,144.0,2,11.0,0.11014904837374576,0.23781625717978805,1.0590018388135705,1.0
1477,0,0,4,56.0,76.0,3,11.0,0.18457398000518546,0.14566595275406008,1.1875458123829976,1.0
1488,0,0,1,1.0,1356.0,2,0.0,0.20371354299521668,0.7511643822346916,5.673470377439383,0.0
1497,1,0,7,51.0,1224.0,3,-7.0,0.3221187643369204,0.3435414362169724,1.6426059469844292,0.0
1506,0,0,1,83.0,900.0,3,29.0,0.11913506643281722,0.3325971814964757,0.09476972340356493,0.0
1515,1,0,2,52.0,311.0,3,10.0,0.2167921234081193,0.3236363335647819,1.8745884471273555,1.0
1516,0,0,2,41.0,204.0,2,10.0,0.2539596103554165,0.32079626455253474,2.2970131238245584,1.0
1519,1,0,10,19.0,1611.0,2,-10.0,0.5483306975361161,0.3242849424979998,3.2498542708079823,1.0
1525,0,0,2,59.0,286.0,2,3.0,0.17371899415199882,0.28917866852545904,1.3786552406080497,0.0
1531,0,0,1,45.0,660.0,2,-7.0,0.291255893631476,0.4549307623642413,3.0685207829559378,1.0
1533,1,0,1,9.0,290.0,3,-7.0,0.4503373354120322,0.4073964286797332,3.9427718990339,1.0
1534,1,0,1,79.0,120.0,3,7.0,0.06395145339834749,0.1715551830860019,0.32646579324163616,1.0
1543,1,0,1,1.0,306.0,1,0.0,0.1910224626219292,0.7254881068537636,5.4851415527003375,0.0
1544,1,0,4,35.0,130.0,1,0.0,0.2827232686231725,0.2770281069292013,2.1748463707101084,0.0
1550,0,0,2,11.0,707.0,1,3.0,0.511017652645545,0.40024581812083776,3.9828329798723336,0.0
1554,1,0,5,55.0,85.0,2,-10.0,0.1969444211761769,0.14516954546147795,1.20957328685201,1.0
1561,1,0,6,71.0,1236.0,1,-17.0,0.19224060502978926,0.28954677030086856,-0.08202089231050813,1.0
1563,0,0,1,56.0,900.0,3,10.0,0.2440424060286631,0.4488071552871421,2.43235624536182,1.0
1564,1,0,7,39.0,761.0,3,10.0,0.3921927029948139,0.3520055344787293,2.510834605939591,1.0
1566,0,0,1,66.0,465.0,3,7.0,0.1622277136441528,0.3525149396747423,1.4636029906200032,1.0
1567,0,0,6,6.0,204.0,3,7.0,0.4654640415010461,0.40369859057024016,4.05009514199212,0.0
1570,0,0,1,53.0,1311.0,2,0.0,0.26585755522469506,0.4614008920967879,2.6155858351101533,1.0
1576,1,0,10,64.0,40.0,2,-14.0,0.1344934642673416,0.09689243505756566,0.6463149248526292,0.0
1577,0,0,1,28.0,1493.0,1,14.0,0.40262782736650105,0.4723383529647221,3.862895471817253,1.0
1582,0,0,1,70.0,679.0,1,21.0,0.16428200155886075,0.3774716951010852,1.2674023915435164,1.0
1583,1,0,2,61.0,569.0,2,21.0,0.2091301501199602,0.3562098118619018,1.5327691399154828,1.0
1584,1,0,6,32.0,120.0,1,21.0,0.3084619163379668,0.26233550488435364,2.1701395192279462,0.0
1592,0,0,1,69.0,396.0,2,17.0,0.1396596102199168,0.31849981934106386,1.1747053921327,1.0
1594,1,0,2,38.0,190.0,1,17.0,0.26843313971242017,0.3238389917634721,2.4232714834086497,0.0
1603,1,0,4,69.0,389.0,2,-33.0,0.1508603049679055,0.2482312746441284,0.4635993201080462,1.0
1604,0,0,4,74.0,181.0,2,33.0,0.09348758960581678,0.16716617040975218,0.11455629517671315,1.0
1605,0,0,12,71.0,76.0,1,33.0,0.11581842915298407,0.08897570014705526,0.4357918473445762,0.0
1611,0,0,1,1.0,120.0,1,8.0,0.181360386174948,0.6924065528886747,5.235734738749994,1.0
1613,1,0,2,62.0,1630.0,2,8.0,0.2302905570835512,0.38664678969592897,1.3716142987115831,1.0
1615,0,0,1,54.0,1292.0,1,-11.0,0.26040459470611704,0.459223899272693,2.5472030996463166,0.0
1618,0,0,1,29.0,748.0,1,1.0,0.3850268177683959,0.4684447564777089,3.824477068964264,1.0
1622,1,0,4,4.0,332.0,3,-3.0,0.4136021036912837,0.4929237714096026,4.511439995406167,1.0
1625,0,0,1,66.0,120.0,3,0.0,0.10166003769478107,0.2230583942664175,0.9616768460556384,1.0
1628,1,0,16,32.0,17.0,3,1.0,0.3494541600551477,0.1375037721616186,1.7656427093979712,0.0
1633,1,0,10,11.0,517.0,1,-7.0,0.5668674126618805,0.3055063480846703,3.4177747436982946,0.0
1643,1,0,5,84.0,462.0,2,-23.0,0.0985653667739566,0.1936403633576014,-0.7244448589260402,0.0
1644,1,0,6,39.0,220.0,1,23.0,0.2944154533033341,0.2782235087083252,2.0317816616833118,1.0
1647,0,0,1,66.0,1713.0,2,30.0,0.1980388806356048,0.4154824200480777,1.4588545587490938,1.0
1648,1,0,10,26.0,1514.0,2,-30.0,0.5042623021865839,0.3332159063576963,2.9952897752626133,1.0
1649,0,0,14,83.0,1295.0,2,23.0,0.13266901835655456,0.19669779838717105,-1.7238410229009171,0.0
1653,0,0,13,83.0,532.0,3,30.0,0.11137134479912432,0.17167604349332258,-1.1879382180834113,0.0
1667,1,0,3,3.0,40.0,3,-7.0,0.4279735289160238,0.37792240288653023,3.8552685472092016,0.0
1668,1,0,4,69.0,1729.0,2,0.0,0.19892296586414576,0.31520415349109066,0.2239625609549598,0.0
1669,0,0,2,28.0,1653.0,1,0.0,0.4314793500250471,0.4279894662098882,3.5522522583646863,1.0
1673,1,0,21,45.0,1104.0,2,3.0,0.38692790014016176,0.29131755133467874,1.5596410509872003,0.0
1675,1,0,8,57.0,841.0,2,6.0,0.2754620508346457,0.3157387440632345,1.1165783955988395,0.0
1677,0,0,1,26.0,469.0,3,6.0,0.3792632079501912,0.4439915615573479,3.7394560299071298,1.0
1678,0,0,1,76.0,237.0,2,-13.0,0.08971433505005053,0.2290038757891265,0.5641232795136624,1.0
1679,1,0,6,70.0,131.0,1,-13.0,0.09965497832684574,0.15246186235690767,0.16927341238820715,1.0
1681,1,0,1,71.0,9.0,2,13.0,0.0848627084400167,0.1172949129422976,0.7370961712046538,1.0
1684,1,0,7,96.0,1597.0,2,-13.0,0.08036531104316574,0.17006484657969378,-2.495492114516659,0.0
1696,1,0,2,46.0,1369.0,1,0.0,0.3244278737783037,0.4284675760605656,2.684912968285027,0.0
1699,1,0,17,33.0,215.0,2,-10.0,0.35895200634071395,0.2419280073926261,1.9953782635824795,0.0
1700,1,0,6,72.0,1762.0,3,-10.0,0.18504303213659096,0.2788900180183801,-0.34187824309400483,1.0
1701,1,0,6,90.0,1399.0,3,10.0,0.10180230057196628,0.2047434078023065,-1.8791732370332868,1.0
1702,1,0,1,3.0,1043.0,2,10.0,0.5249966794316064,0.4237882227567121,4.298196777639346,0.0
1703,1,0,1,71.0,900.0,1,-17.0,0.16948296050051054,0.3930376145002369,1.1956197320450903,1.0
1719,1,0,22,92.0,120.0,1,-3.0,0.042840248532355706,0.06783007743248684,-1.005175974891091,0.0
1723,1,0,5,41.0,1159.0,2,-13.0,0.3810570107596378,0.3776000081584775,2.5563114463830576,1.0
1726,0,0,1,29.0,719.0,3,-17.0,0.3835597268224789,0.4670407515676062,3.8142129854107614,1.0
1731,1,0,6,79.0,1484.0,1,-7.0,0.1494858706478638,0.25302134442218105,-0.925350456493268,1.0
1735,1,0,8,34.0,808.0,1,3.0,0.43307589391829016,0.34818162247309603,2.7442890628143752,0.0
1737,1,0,7,48.0,451.0,2,-3.0,0.2935436042959491,0.3054491337729459,1.7506851042369689,0.0
1739,1,0,6,71.0,193.0,1,-4.0,0.10848565905934107,0.1682639836116202,0.12796286310022809,1.0
1747,0,0,1,50.0,172.0,3,6.0,0.18232728829018144,0.3119296872202547,1.9769403321097805,1.0
1749,0,0,1,66.0,1728.0,3,0.0,0.1979944304212429,0.4152138835516023,1.4544438282355316,0.0
1753,1,0,1,34.0,1016.0,2,0.0,0.3662429404782333,0.4777854963070294,3.6863278568123663,1.0
1758,1,0,2,38.0,1599.0,2,-24.0,0.3726892139643115,0.43213770017513337,3.1154429427055286,1.0
1774,1,0,2,35.0,1016.0,2,7.0,0.3864556825373278,0.4348669916077718,3.3303453327764325,1.0
1775,1,0,8,73.0,694.0,2,7.0,0.1693401402507631,0.2496032083652245,-0.26450624456733696,1.0
1777,0,1,2,2.0,325.0,1,-7.0,0.29301325069689765,0.6184837058951089,5.032381566695501,0.0
1783,0,0,1,66.0,1388.0,3,-7.0,0.198499508351948,0.4202745141692492,1.5500731005629544,1.0
1785,1,0,10,42.0,969.0,3,-7.0,0.3897139394693511,0.3348904662823749,2.1622823276229752,0.0
1786,0,0,1,11.0,801.0,3,7.0,0.481424735032776,0.4427839133213429,4.222572438499537,0.0
1788,1,0,10,11.0,528.0,1,-10.0,0.5680049088555086,0.30602465618313185,3.4235335011429524,0.0
1791,0,0,1,11.0,1548.0,3,10.0,0.4903984191944773,0.441656185603733,4.211888653072778,0.0
1797,1,0,9,33.0,127.0,2,8.0,0.3122980007387038,0.2451134749815085,2.0085220961575745,0.0
1802,0,0,2,5.0,1247.0,1,0.0,0.5520498341087003,0.3881370144801766,4.073925069327215,0.0
1804,0,0,1,68.0,773.0,2,0.0,0.17878222515365788,0.3972296014624263,1.4552092949897184,1.0
1808,1,0,1,44.0,1608.0,1,3.0,0.3155373023082062,0.4725227206730919,3.1380351713362424,0.0
1809,0,0,2,91.0,1476.0,3,-3.0,0.09619813834426227,0.2539801360598421,-1.3201225787514577,1.0
1815,1,0,4,21.0,454.0,3,-3.0,0.4610691758141047,0.3605535704840131,3.3833729072179213,0.0
1818,1,0,6,58.0,1021.0,3,-7.0,0.26994550208925305,0.3345737236378917,1.1777714031084892,0.0
1819,1,0,19,58.0,743.0,3,7.0,0.27456978905333906,0.2614123616775132,0.5591266120541514,0.0
1820,1,0,3,56.0,550.0,3,-7.0,0.2419668558432872,0.3469124190407408,1.6782387217563512,1.0
1823,0,1,1,50.0,97.0,2,-7.0,0.2131615507546639,0.21242067260896202,1.8178422412486952,1.0
1826,1,0,1,1.0,1499.0,2,0.0,0.20428490643993605,0.75024642694446,5.665544731950723,0.0
1829,1,0,1,1.0,101.0,2,-9.0,0.2647921589692278,0.5879256688459603,4.827987375333373,1.0
1830,1,0,9,74.0,86.0,3,2.0,0.1050776456395948,0.09046061879339247,0.3955847202288347,0.0
1836,0,0,3,14.0,900.0,1,3.0,0.5202175728136589,0.38581044550070775,3.829416011335277,1.0
1838,1,0,10,64.0,437.0,3,-15.0,0.1929772352593843,0.2365250420283793,0.3947943318153726,1.0
1840,0,0,1,66.0,1593.0,3,15.0,0.19833979070820693,0.4175210868091897,1.4936658042711883,1.0
1841,0,0,2,13.0,1428.0,2,15.0,0.5129474571235922,0.40605213408231416,3.9648493659738766,0.0
1847,0,0,1,72.0,120.0,2,29.0,0.08252541200059962,0.19867418773083506,0.6571454276417478,1.0
1849,1,0,2,36.0,1468.0,1,0.0,0.3844229875345169,0.4337674841601502,3.2388869282085864,1.0
1850,1,0,2,83.0,1344.0,2,-7.0,0.12675649989947352,0.2968263244432208,-0.5346157757662904,1.0
1853,1,0,1,53.0,612.0,1,-14.0,0.2436574853648233,0.4312715500900997,2.5374918835533617,1.0
1861,0,0,1,58.0,942.0,2,27.0,0.2347421095874153,0.4447344032030319,2.2845104749876137,1.0
1862,0,0,4,45.0,406.0,3,34.0,0.29349658687972674,0.33306966145902617,2.1549739162510164,1.0
1863,0,0,6,7.0,267.0,3,34.0,0.5324853374305905,0.3064155960574089,3.433170990371038,0.0
1871,0,0,1,53.0,125.0,3,-7.0,0.15537237460078254,0.2788020032000716,1.6788511679627265,1.0
1874,0,0,1,1.0,1629.0,3,-7.0,0.2047787370116401,0.7493141674514012,5.657558579015322,0.0
1878,0,0,1,56.0,690.0,3,7.0,0.2339762882570902,0.4328450704957069,2.376612583274172,1.0
1879,0,0,1,30.0,475.0,1,7.0,0.35717947647078485,0.4447378983538522,3.6060503458152313,1.0
1886,1,0,5,28.0,1252.0,1,0.0,0.4656378906234915,0.3764166215465728,3.2220916794729058,0.0
1888,1,0,2,2.0,935.0,1,-7.0,0.3097110286583741,0.6426042663289717,5.230368563897153,1.0
1890,1,0,8,57.0,589.0,1,7.0,0.2559803253272037,0.29549631731914,1.0936713282219754,1.0
1898,0,0,6,43.0,120.0,3,19.0,0.23299945392478136,0.2348913711908693,1.5833977425111383,0.0
1902,1,0,3,70.0,812.0,1,-3.0,0.18370613375166367,0.32462756897831324,0.5671809115267537,1.0
1907,1,0,11,45.0,46.0,2,-3.0,0.2553542027570394,0.13407132711415265,1.3741254758955566,1.0
1913,1,0,7,49.0,1000.0,3,-5.0,0.3329121721297614,0.3464188602441325,1.8350710114122888,1.0
1919,1,0,5,70.0,1762.0,3,0.0,0.1950117426540086,0.297472779539932,-0.029791729407023126,0.0
1920,0,0,2,73.0,1534.0,2,0.0,0.17205563601672885,0.3433498962302625,0.3692438860899832,1.0
1921,0,0,1,1.0,1363.0,2,0.0,0.203742457774158,0.7511230458252085,5.6731107266113385,1.0
1922,1,0,4,4.0,1098.0,3,-7.0,0.4402194655775178,0.5134591665522081,4.709349576181388,0.0
1923,1,0,1,65.0,492.0,3,-3.0,0.17021314576820634,0.3639162123849909,1.5639298523724536,1.0
1929,1,0,7,7.0,915.0,2,-16.0,0.5418981549183012,0.40920392872109534,4.285556105412532,0.0
1941,1,0,5,55.0,535.0,1,-1.0,0.25479777297940065,0.3190525140663392,1.4734127080666544,1.0
1942,0,0,1,56.0,187.0,2,1.0,0.15710587613794533,0.2947810822208185,1.6663590356031457,1.0
1943,0,0,2,5.0,35.0,2,1.0,0.5352833905240102,0.2263431266221092,3.0998609928460015,0.0
1950,1,0,3,22.0,130.0,3,14.0,0.3663376801737251,0.3141909759690761,2.8817692768629843,1.0
1953,1,0,13,67.0,1640.0,2,0.0,0.2211424889633844,0.2580126893144429,-0.29927521442755545,0.0
1964,0,0,1,31.0,1052.0,3,7.0,0.3830656592338325,0.4766002746379771,3.7980956817475953,1.0
1968,1,0,10,72.0,333.0,2,10.0,0.13315859304660901,0.18523584176771224,-0.15372535091609918,0.0
1978,1,0,1,1.0,1404.0,2,14.0,0.20390962436024,0.7508726050999298,5.670938952499252,0.0
1981,1,0,1,66.0,558.0,2,14.0,0.17284125371779116,0.37459626919192895,1.5387159693946408,0.0
1982,1,0,18,62.0,334.0,1,14.0,0.18973326809943314,0.19688097011281067,0.2630808567453757,0.0
1983,1,0,4,10.0,214.0,3,-14.0,0.4847783058361341,0.3219756263479118,3.3918591867251053,1.0
1984,1,0,3,81.0,62.0,2,14.0,0.07145102122721056,0.0888501260086579,0.3395278595351756,0.0
1985,1,0,3,22.0,1688.0,1,0.0,0.4826504232260488,0.3961926228717941,3.586246401425824,0.0
1989,1,0,2,49.0,987.0,3,-7.0,0.30252440245506096,0.4230297312427603,2.5297761619008265,1.0
2002,1,0,7,67.0,1363.0,3,-11.0,0.21723170397594396,0.2955395453468265,0.16551662681882173,1.0
2003,1,0,1,49.0,1273.0,1,-11.0,0.2873311539209608,0.4692664785240641,2.8931155877889854,1.0
2005,1,0,21,38.0,826.0,2,-17.0,0.4322801494462377,0.2943739107159145,2.0837036573806147,0.0
2006,1,0,12,77.0,516.0,1,7.0,0.13599564145788695,0.1947874986795947,-0.7016676403033311,0.0
2007,0,0,1,61.0,302.0,1,7.0,0.15897864295506514,0.32122688785987497,1.5950508527675051,1.0
2013,0,0,1,46.0,1016.0,1,-7.0,0.3007439183616693,0.4723146683388726,3.099774013332856,0.0
2014,0,0,1,34.0,861.0,2,-7.0,0.3623426404347137,0.4747633779370949,3.6722874114128894,1.0
2015,1,0,7,29.0,767.0,1,-7.0,0.4599097496993716,0.3535956232260953,3.0367918522521475,0.0
2020,0,0,14,84.0,12.0,3,-4.0,0.05827743762330472,0.052879707207509466,0.035210685407810804,0.0
2022,1,0,10,55.0,1543.0,1,4.0,0.3005730364885217,0.3107261660745003,1.0185171767114565,1.0
2025,1,0,7,29.0,1070.0,3,11.0,0.4695726272336423,0.357959953158713,3.0550968628290023,0.0
2026,0,0,1,13.0,903.0,3,11.0,0.4740495257831878,0.4484037259551386,4.209258989011931,0.0
2035,1,0,1,56.0,103.0,2,-14.0,0.1804642174319847,0.1972836672249678,1.5725977120141137,1.0
2043,1,0,5,29.0,1121.0,2,17.0,0.4581655298613954,0.3775356111102831,3.191296753847919,0.0
2055,0,0,1,56.0,1168.0,3,0.0,0.2489277344301973,0.4543524336236657,2.419835423849945,1.0
2057,1,0,4,4.0,650.0,2,-7.0,0.4321786081096349,0.5104749072016074,4.676319902110362,1.0
2059,1,0,1,1.0,183.0,2,7.0,0.1852901043240722,0.7061567534948971,5.339471225607523,1.0
2063,1,0,1,55.0,1398.0,2,0.0,0.2553791546495661,0.4560161534302036,2.452654799750669,1.0
2069,1,0,3,79.0,1512.0,2,-2.0,0.14614730195134495,0.2910226932902848,-0.4831705584079606,1.0
2075,1,0,6,6.0,860.0,2,9.0,0.5132029880628797,0.43696242734424734,4.39662116827121,0.0
2076,0,0,1,56.0,523.0,2,5.0,0.21848873455537235,0.4060975617331232,2.2521219084693485,1.0
2086,1,0,5,25.0,900.0,3,7.0,0.4783952419563215,0.3728773254202459,3.348935215164127,0.0
2089,0,1,1,53.0,549.0,1,-10.0,0.2373019262446085,0.4207674750244175,2.483418626014024,0.0
2097,0,0,6,36.0,275.0,3,-1.0,0.3324611549433011,0.2994741376010017,2.309007854064868,1.0
2098,0,0,16,19.0,170.0,2,-1.0,0.4514527424528389,0.2488946483841888,2.604920035562686,0.0
2108,0,0,1,1.0,302.0,2,-16.0,0.19086973683739367,0.7249896582924705,5.481389710841636,0.0
2109,0,0,1,37.0,170.0,1,9.0,0.25310183340288545,0.3541927341952403,2.6799747564521352,1.0
2110,1,0,10,35.0,120.0,2,9.0,0.2967716714680569,0.2343981627876864,1.8531648749754188,0.0
2113,1,0,2,35.0,1387.0,1,0.0,0.3900954803327064,0.43440430963841997,3.2987032271312886,1.0
2116,1,0,7,77.0,957.0,1,3.0,0.15793686857307546,0.25367609685415143,-0.6490374407174486,1.0
2120,1,0,8,31.0,108.0,3,-9.0,0.400393575023624,0.1821824133015449,2.216917697762251,0.0
2123,0,0,3,88.0,1509.0,1,6.0,0.10796283771583233,0.24710137587717745,-1.3232604960502372,0.0
2134,0,0,1,3.0,860.0,3,4.0,0.52195812981797,0.4235105306467135,4.2926620857772635,1.0
2143,0,0,1,71.0,1178.0,3,28.0,0.17376165540609415,0.3998203722533861,1.1484588589883389,0.0
2146,0,0,1,71.0,628.0,2,-28.0,0.15621938594209608,0.3650621281348447,1.1689740005103977,0.0
2147,1,0,5,65.0,181.0,3,-31.0,0.12961368744820825,0.19133111953622706,0.5126749937085192,1.0
2151,1,0,9,65.0,1391.0,3,0.0,0.2320712130236076,0.2882897009612738,0.1920892109437602,0.0
2153,0,0,1,49.0,1101.0,2,0.0,0.2857818513179735,0.4690004540217719,2.9131968220391964,0.0
2167,1,0,4,62.0,1699.0,2,0.0,0.2403323290009645,0.3420472591200544,0.8984264677936853,0.0
2168,1,0,15,80.0,1465.0,1,-7.0,0.1471024799408889,0.2038781601274647,-1.5547404456570486,1.0
2171,0,0,1,1.0,449.0,1,14.0,0.19536088157639786,0.7389857008725099,5.586559494635313,1.0
2173,1,0,8,8.0,39.0,2,-28.0,0.5646314685354202,0.2297094844980929,3.2328438096413907,0.0
2178,1,0,4,37.0,1078.0,3,14.0,0.3991436320785136,0.39276756026024656,2.9062648384824503,0.0
2188,1,0,4,10.0,184.0,1,5.0,0.4767103880465257,0.3168845238228921,3.3381549717967234,1.0
2198,0,0,1,76.0,1601.0,3,0.0,0.15145145222297998,0.3720374398206248,0.5524303982099652,0.0
2200,0,0,1,45.0,1367.0,1,0.0,0.309614468156666,0.4740808822975889,3.123589006904772,0.0
2203,1,0,14,30.0,811.0,1,0.0,0.4783822361704012,0.3168580059903674,2.7190565694774014,0.0
2212,1,0,4,30.0,900.0,2,-3.0,0.4391258363515208,0.3897362820060961,3.242392263182704,1.0
2218,1,0,10,42.0,1511.0,2,0.0,0.3939973496829362,0.3334471591254673,2.0790843349840924,0.0
2219,1,0,4,19.0,1287.0,1,0.0,0.5105043038724084,0.3780903209980989,3.6089575597615915,1.0
2222,1,0,2,4.0,320.0,1,-11.0,0.5144657529452801,0.3655752171781457,3.8589160176576223,0.0
2225,1,0,9,84.0,25.0,1,8.0,0.059578688944633564,0.0599691605154188,0.08958950327345677,1.0
2241,0,0,1,35.0,543.0,3,-4.0,0.3366185031043581,0.4519557145701116,3.4749998869189964,0.0
2254,0,0,2,36.0,1010.0,2,7.0,0.3804428436801462,0.434844242488102,3.283757874644244,1.0
2269,1,0,8,43.0,90.0,1,-24.0,0.29047844985260496,0.15919305047584134,1.6494114819723475,1.0
2280,0,0,1,72.0,70.0,1,-3.0,0.09700753677638592,0.13593666128798554,0.8340539628472867,1.0
2287,1,0,1,29.0,1489.0,3,0.0,0.3972607462172677,0.4733563379811019,3.831086729447736,1.0
2288,1,0,1,12.0,1361.0,2,0.0,0.484462959709561,0.4454461127410607,4.214015873542112,1.0
2290,1,0,18,86.0,809.0,3,1.0,0.11426690267110325,0.1695579162461631,-1.8502258726168377,0.0
2301,1,1,1,27.0,305.0,2,-15.0,0.34689409283759803,0.4143326816312343,3.4624235670805863,0.0
2307,1,0,10,34.0,49.0,1,14.0,0.34397891024221483,0.15580569556267435,1.8627964010999407,1.0
2323,0,1,2,61.0,232.0,3,0.0,0.15198928458005428,0.26134865336589674,1.166829890344046,1.0
2324,1,0,1,55.0,62.0,3,-7.0,0.1697977171029842,0.18298633034809872,1.477913220937146,0.0
2330,0,1,1,1.0,609.0,3,0.0,0.1983690589813392,0.7469941425647868,5.6463336177725365,1.0
2334,0,0,1,45.0,1664.0,1,0.0,0.3100264384865145,0.4707611889064188,3.0684618670050963,1.0
2337,1,0,1,36.0,818.0,1,-7.0,0.3498329010260042,0.4733390650037258,3.581237799027951,1.0
2338,0,0,1,2.0,617.0,2,-7.0,0.518783454925679,0.4173206083241324,4.257496775705122,1.0
2341,0,0,1,59.0,142.0,2,-7.0,0.13318972785465302,0.26210211269785305,1.3869756300070972,1.0
2347,1,0,1,9.0,284.0,2,7.0,0.44931584533926977,0.4065409679923525,3.9344545365201578,1.0
