,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
34246,0,0,1,84.0,1378.0,3,-7.0,0.11908263435171244,0.3331198944126936,-0.15216341911248146,1.0
34249,0,0,1,57.0,874.0,3,-7.0,0.23793936775022545,0.4447262164765765,2.3556564459179787,1.0
34253,0,0,2,2.0,14.0,3,0.0,0.3557145527917729,0.44026014855089696,4.074129181561214,0.0
34259,0,0,1,34.0,703.0,2,-10.0,0.35517463837359164,0.4674449143933265,3.6247410748199056,1.0
34266,0,0,1,78.0,1447.0,1,0.0,0.1431414306076576,0.3642410465451793,0.4072641377784905,1.0
34273,0,0,13,81.0,19.0,1,-14.0,0.0670056895743654,0.0590547139345777,0.11034220582110173,0.0
34275,0,0,2,57.0,1346.0,3,-14.0,0.25917887907837034,0.4060103495358213,1.8750084433767789,1.0
34277,0,0,1,30.0,1091.0,3,-14.0,0.38900895928496304,0.4760470300054602,3.8318376969806134,1.0
34281,0,0,1,70.0,576.0,2,-7.0,0.15633511458293764,0.36025463730702084,1.2303017881820943,0.0
34283,0,0,2,72.0,174.0,3,4.0,0.0957048273105479,0.1953918869334415,0.4635834453675364,1.0
34296,1,0,10,71.0,1244.0,3,14.0,0.19582804872875725,0.2614473589518204,-0.4041750488257985,1.0
34297,0,0,1,31.0,1135.0,3,14.0,0.3841942070218525,0.4768893655621732,3.796115204820662,0.0
34301,0,0,1,60.0,120.0,3,7.0,0.12395868604077807,0.2478904691386802,1.2812405738520112,1.0
34306,0,0,12,53.0,509.0,1,-3.0,0.2781041051208731,0.2749079312967554,1.1715890053144031,0.0
34307,1,0,15,53.0,356.0,2,-1.0,0.2508689703544616,0.2363006518568448,0.9766329177398408,0.0
34315,0,0,1,71.0,523.0,3,-4.0,0.1468427911360063,0.3441656818862224,1.1228231873567784,0.0
34318,0,0,8,23.0,69.0,1,3.0,0.4466173331210764,0.1797701482552936,2.402488183169565,0.0
34320,1,0,11,28.0,1615.0,1,0.0,0.4943089023065482,0.3284808245424201,2.850620270973783,0.0
34323,1,0,2,51.0,900.0,2,3.0,0.2882409628967657,0.4167328926934935,2.388245787547232,0.0
34330,0,1,1,52.0,1204.0,2,-21.0,0.2706186045261591,0.463852979146378,2.702982633853252,0.0
34331,0,1,1,18.0,1077.0,2,-21.0,0.4517533005801859,0.4594008431457452,4.137294277554539,1.0
34337,1,0,6,70.0,1457.0,1,0.0,0.1978816724327238,0.2916515980842561,-0.05374115361344378,1.0
34341,1,0,2,42.0,424.0,3,-3.0,0.29945571668605675,0.3817887669409504,2.6735701874043323,1.0
34345,1,0,3,58.0,1590.0,1,-4.0,0.2606965910630248,0.3743856751009252,1.4731466564074889,1.0
34346,1,0,1,45.0,1433.0,2,-4.0,0.309810560891892,0.4735010078941763,3.112460064259848,1.0
34355,0,0,1,55.0,1598.0,3,0.0,0.2554334418353735,0.4535535603404887,2.4069231954057875,1.0
34356,0,0,1,44.0,1520.0,3,0.0,0.3154640556518081,0.4735842067968575,3.1546355534714245,1.0
34363,1,0,8,73.0,258.0,2,7.0,0.11434959458401353,0.1706289440717136,-0.09642717159233773,0.0
34368,1,0,8,33.0,1131.0,2,7.0,0.4486440441233975,0.3519512490661711,2.80006884611587,0.0
34372,0,0,1,37.0,565.0,1,14.0,0.3275891370813121,0.4533640030708547,3.4061160733069635,1.0
34374,0,0,2,6.0,332.0,1,14.0,0.5048351462351524,0.3698722096927553,3.8400679527548514,0.0
34379,1,0,15,58.0,1551.0,3,0.0,0.2846227450485143,0.28006325596137,0.5053748449953528,1.0
34395,1,0,8,24.0,209.0,2,12.0,0.4072408992759291,0.28527943964140684,2.6743819492134,0.0
34405,0,0,1,26.0,1342.0,1,-10.0,0.41256879027514426,0.4712620871865195,3.939005798972908,1.0
34411,1,0,5,7.0,246.0,2,-6.0,0.5207227730271794,0.31298326280184546,3.454474944590787,0.0
34415,1,0,14,27.0,1136.0,2,-3.0,0.507394260041615,0.31792233579303864,2.8639857331939447,0.0
34416,1,0,1,23.0,1013.0,2,0.0,0.4249185006075193,0.4676806051734205,4.032194685951904,1.0
34420,0,0,1,64.0,1709.0,2,3.0,0.2080954672391324,0.4233360071833583,1.6384356764673789,1.0
34428,1,0,18,80.0,167.0,1,3.0,0.0767310274672683,0.10566430241848294,-0.6296675867690457,0.0
34429,0,1,1,29.0,79.0,2,-3.0,0.351016338377183,0.2529508580455304,2.640414676276322,1.0
34438,1,0,4,16.0,136.0,1,-20.0,0.4199219225232905,0.30668105679483404,3.042944001320011,0.0
34439,0,0,7,32.0,43.0,1,20.0,0.350551420003587,0.16747200750080454,1.9885715791105727,0.0
34440,0,0,2,36.0,1634.0,3,-23.0,0.3846224415838811,0.4319701929341241,3.211523975917835,1.0
34458,0,0,11,69.0,1711.0,3,-7.0,0.20695046686536656,0.25851678132494216,-0.4138395887101769,1.0
34463,1,0,10,90.0,484.0,1,17.0,0.08168899716351131,0.14946190802583773,-1.4569725750659943,0.0
34465,0,0,5,81.0,250.0,2,17.0,0.08273323702017699,0.15609875443769794,-0.35022005447434856,1.0
34466,0,0,8,59.0,151.0,1,17.0,0.1537281823865719,0.18530183651406984,0.6517787063415913,0.0
34470,1,0,7,82.0,1626.0,3,0.0,0.1349855763197043,0.2298685485154581,-1.34322167381103,0.0
34475,0,0,1,26.0,639.0,1,-3.0,0.3951168950411869,0.4603437370805422,3.8718832496783966,0.0
34480,1,0,5,92.0,1513.0,2,-6.0,0.09400526963486204,0.202905898907826,-1.977588146812972,0.0
34488,1,1,1,56.0,275.0,1,-15.0,0.17713095268722567,0.3315326441878713,1.864967975202336,1.0
34490,1,0,1,47.0,120.0,1,-8.0,0.18323844112961016,0.299719040884705,1.9956077432128607,1.0
34491,0,0,1,71.0,856.0,1,0.0,0.16815406610729874,0.3904389332396625,1.1979771305771376,0.0
34493,0,0,8,34.0,493.0,1,0.0,0.40275786617700987,0.3266894406901861,2.599145289633481,0.0
34499,0,0,1,12.0,207.0,1,3.0,0.4162600100747576,0.39536745404657736,3.7406350901163083,1.0
34500,0,0,1,1.0,82.0,1,3.0,0.2621004553353179,0.5822603976021765,4.78122251130589,1.0
34511,0,0,1,11.0,147.0,3,4.0,0.4076676559521585,0.38191035069452667,3.6405347907981698,1.0
34514,0,0,2,72.0,1723.0,3,0.0,0.17637305366746678,0.34472793055059897,0.40681774180571006,0.0
34519,0,0,2,19.0,1140.0,2,0.0,0.47903398416805,0.4194497871835606,3.867485767154416,1.0
34523,1,0,1,75.0,1756.0,2,-20.0,0.15537047604933396,0.3741738176943806,0.5999266508936532,1.0
34525,0,0,1,71.0,1164.0,2,20.0,0.1736641309808022,0.3997534110343515,1.1517383764470397,1.0
34526,0,0,1,36.0,974.0,2,20.0,0.35452439279954,0.4775859398558359,3.6029456735122807,0.0
34528,0,0,5,5.0,600.0,3,20.0,0.4719077408393246,0.4669617244013442,4.4916850255195735,1.0
34529,0,0,7,57.0,383.0,1,33.0,0.22118103427992813,0.2650167141251101,1.0530745169736564,1.0
34552,0,0,4,53.0,81.0,1,7.0,0.20523138694837548,0.15460642498646102,1.3269211074440774,1.0
34553,1,0,9,79.0,1758.0,1,0.0,0.14949233139195847,0.22821357232443296,-1.2589409741936073,1.0
34554,1,0,8,8.0,1385.0,1,0.0,0.5699610804066616,0.384100464590253,4.181170060113154,0.0
34555,0,0,2,24.0,867.0,3,-3.0,0.4461565730021115,0.4253125031247577,3.7310805170516606,1.0
34563,1,0,4,37.0,743.0,2,10.0,0.3875735878440587,0.38499421783150894,2.878452379368528,1.0
34566,0,0,1,76.0,1653.0,1,0.0,0.15130136818265374,0.3711253597711726,0.5359434695413068,1.0
34572,0,0,1,57.0,574.0,3,5.0,0.21893315475855035,0.4126709509421187,2.2290157325582856,1.0
34579,0,0,1,12.0,1539.0,1,9.0,0.4854134138635535,0.444090259042274,4.2006466103046884,1.0
34586,0,0,1,78.0,642.0,1,10.0,0.12792597217345258,0.3329807933434351,0.5816506361358049,0.0
34589,0,0,12,12.0,126.0,1,3.0,0.5389425446132632,0.2814266550246972,3.4133561630858487,0.0
34590,1,1,2,67.0,1705.0,3,0.0,0.2024849175041757,0.3665098693327313,0.8901026803062873,1.0
34591,0,0,31,82.0,1580.0,3,0.0,0.1369688533887397,0.16448244949594218,-2.1425850416648884,0.0
34595,0,0,10,37.0,857.0,1,0.0,0.4212870830482647,0.33614944885817594,2.4813804660706804,0.0
34603,1,0,7,68.0,49.0,1,-3.0,0.1172490713143914,0.09771004813670504,0.5833079299409495,0.0
34610,0,0,11,52.0,429.0,2,3.0,0.2694603705883076,0.2683125060508733,1.2395869765422938,1.0
34611,0,0,4,34.0,298.0,1,3.0,0.3425772308892244,0.3289679678583892,2.6121048295931377,1.0
34612,0,0,6,9.0,196.0,1,3.0,0.5017336804763016,0.2983819534709697,3.275040538173858,0.0
34625,0,0,2,32.0,573.0,3,15.0,0.3815913772257067,0.4150743945178329,3.3346025851225365,1.0
34636,0,0,12,64.0,294.0,3,13.0,0.16648321035540325,0.1962610894294564,0.2900904212758797,0.0
34637,0,0,7,95.0,180.0,2,-13.0,0.04198415775682938,0.09104006528806538,-0.9503369125580968,0.0
34638,1,0,1,81.0,112.0,1,-13.0,0.07790962284374671,0.12532483825041854,0.5995369724744748,1.0
34640,0,0,1,7.0,1529.0,2,13.0,0.5097922637002867,0.4318209538336508,4.252028318774353,1.0
34643,0,0,1,88.0,1219.0,2,20.0,0.10434542491294324,0.3119072387649856,-0.4807577367693532,1.0
34645,0,0,6,72.0,550.0,1,26.0,0.16049977282192668,0.2502908850579384,0.02605797247520525,0.0
34648,0,0,18,40.0,163.0,3,26.0,0.2867793280775533,0.21280626032531547,1.4832200703054763,0.0
34649,0,0,10,24.0,114.0,3,26.0,0.4695169340922473,0.18187210283697086,2.4620480874660173,1.0
34658,0,0,1,71.0,1468.0,2,-10.0,0.17438655625738209,0.3979974027079316,1.0702022826579043,1.0
34664,1,0,7,64.0,607.0,2,-13.0,0.21221387983836226,0.2815539432361261,0.5948902143899515,1.0
34667,0,0,7,43.0,77.0,2,6.0,0.2812215673766658,0.1591037027927553,1.6345410847821056,1.0
34672,1,0,3,46.0,525.0,2,-14.0,0.3004075136244937,0.369264749938691,2.357364092321646,1.0
34678,1,0,9,59.0,1155.0,1,-13.0,0.2710910829621861,0.3089737024166781,0.8183531377582092,0.0
34686,0,0,2,31.0,405.0,3,28.0,0.3648397072959205,0.3926161616603018,3.200942874432436,1.0
34689,0,0,1,28.0,1165.0,3,34.0,0.40057514738867456,0.4742873194684345,3.893273717225348,1.0
34690,1,0,3,15.0,1048.0,3,34.0,0.5176850594587624,0.3882936662021004,3.8137105922799335,1.0
34691,0,0,1,49.0,864.0,3,41.0,0.28034787839942665,0.463160997296492,2.9056381408843355,1.0
34694,0,0,4,72.0,222.0,1,54.0,0.10821272946510388,0.1873886538081138,0.2268786101897757,0.0
34695,0,0,9,70.0,77.0,3,-54.0,0.11894293360184588,0.09628106480374156,0.5163773498735695,1.0
34709,1,0,5,7.0,1378.0,2,6.0,0.5856779203002362,0.3409891803085497,3.770460254481169,0.0
34711,0,1,1,71.0,1229.0,1,-9.0,0.1740481393858957,0.3999052906169224,1.135997412004666,1.0
34714,0,0,3,45.0,376.0,2,9.0,0.28103135130082485,0.3415767802303697,2.241820544362487,0.0
34716,0,0,7,34.0,112.0,2,2.0,0.3742562449054304,0.1840538329992233,2.132570824306684,0.0
34719,0,0,1,61.0,823.0,2,4.0,0.2153581768337705,0.428813019941398,2.0404392528337807,1.0
34720,1,0,6,53.0,735.0,3,4.0,0.29123160900004136,0.3368045130512352,1.6020017297827551,1.0
34721,0,0,1,1.0,625.0,1,4.0,0.1985976630218656,0.7475183882744633,5.650216304552949,0.0
34735,0,0,18,83.0,557.0,2,4.0,0.11407566124781485,0.1627523528392623,-1.369275445497661,0.0
34740,1,0,10,90.0,1330.0,2,-7.0,0.1022798782623439,0.1827339419625668,-2.1364518961379577,1.0
34744,1,0,21,76.0,940.0,2,7.0,0.16712853910042014,0.20414215962427995,-1.1836809835764286,0.0
34748,0,0,1,60.0,491.0,1,7.0,0.19417287281653747,0.3842712398849544,1.9334093849651008,1.0
34750,0,0,2,28.0,114.0,3,0.0,0.39461144125604136,0.23758300566685106,2.642198306892708,1.0
34754,0,0,1,63.0,1139.0,3,7.0,0.2123650056281366,0.4322714761030057,1.8654281358101448,0.0
34756,0,0,1,4.0,757.0,1,7.0,0.5145019885850365,0.42519532671521015,4.276223024048996,1.0
34766,1,0,3,48.0,418.0,2,9.0,0.2704546686925753,0.3439200859282749,2.110832055058641,0.0
34768,0,0,1,21.0,1561.0,2,-19.0,0.4397876103317766,0.462127473935801,4.043518566997497,1.0
34773,1,1,4,4.0,819.0,2,-16.0,0.4364389695702649,0.513061599417739,4.7022069737931576,1.0
34780,1,0,1,72.0,1554.0,2,-7.0,0.16959388300965728,0.39213965185932864,0.9503232202482448,1.0
34784,1,0,8,78.0,753.0,1,0.0,0.14700641971028425,0.2337097234464428,-0.7233452521715704,0.0
34785,1,0,3,42.0,673.0,2,0.0,0.34179531537230745,0.3933033804296844,2.7049053712965443,1.0
34787,1,0,2,87.0,230.0,2,7.0,0.06131679270657266,0.15760914199683188,-0.29715801364698824,1.0
34791,0,0,2,53.0,776.0,2,0.0,0.27110420485926234,0.40567857070547697,2.226174210909837,1.0
34793,1,0,4,74.0,648.0,1,0.0,0.15640537865398724,0.2760193163666552,0.0669962978676153,0.0
34797,1,0,3,14.0,50.0,1,-3.0,0.4851017534156534,0.21417807537959144,2.8246973309945886,0.0
34802,1,0,23,93.0,1417.0,1,0.0,0.0905544289692402,0.1389303109887788,-2.7926561314793936,0.0
34811,1,0,3,51.0,1499.0,3,17.0,0.3042556531706278,0.3931287883337162,2.0713563517665734,1.0
34812,0,0,1,63.0,1164.0,1,-24.0,0.212590990407502,0.4324271826958927,1.8610932613425444,0.0
34815,0,0,1,59.0,816.0,2,-18.0,0.2253079964814608,0.4350510904654948,2.195323429640596,1.0
34819,1,0,4,48.0,229.0,2,11.0,0.2306048294431568,0.2754901277179881,1.676135992987846,0.0
34823,0,0,1,76.0,1652.0,3,0.0,0.15130443481480446,0.37114332462426747,0.5362613843918784,1.0
34826,0,0,2,49.0,956.0,1,-3.0,0.3017615608298601,0.4223312426865914,2.5298297998196366,1.0
34833,0,0,1,32.0,659.0,2,-4.0,0.3634169813255431,0.4643045070759474,3.6807491167517217,0.0
34837,1,0,4,92.0,120.0,1,-1.0,0.040801759830939185,0.09653283309142636,-0.5870912500212189,1.0
34845,0,0,1,59.0,791.0,1,7.0,0.22418366479763446,0.4331847058541877,2.190026203157493,1.0
34851,1,0,20,90.0,1644.0,2,-27.0,0.10108819722885123,0.1520446931380059,-2.5794928693130545,0.0
34855,1,0,8,64.0,1043.0,2,34.0,0.2354557306573114,0.29902441476280706,0.4554354486249514,0.0
34861,1,0,2,28.0,1305.0,2,0.0,0.4303458691755669,0.431065422422914,3.59592402734004,1.0
34875,1,0,11,26.0,643.0,2,20.0,0.4866616613817854,0.3222462516853285,2.9554737420283224,0.0
34877,0,0,6,24.0,214.0,1,20.0,0.4005379764200973,0.3002179397368055,2.7765189834189994,0.0
34884,0,0,1,71.0,818.0,3,-10.0,0.16679789357840527,0.3877043356773415,1.1983412899199275,1.0
34886,1,0,17,37.0,39.0,3,-10.0,0.32139082263132346,0.13460378253409735,1.617426634815847,0.0
34893,0,0,1,28.0,136.0,2,6.0,0.2973374619528213,0.3623942513178142,3.0049985756524182,1.0
34896,0,0,2,23.0,1242.0,1,7.0,0.4580686575484105,0.4254561175197871,3.760076084740613,1.0
34897,0,0,2,12.0,1126.0,2,7.0,0.5158629017498487,0.4055266010545256,3.9984568150877027,0.0
34899,0,0,2,2.0,629.0,2,10.0,0.30499089717287897,0.6382826878584731,5.194431683716956,0.0
34902,0,0,2,42.0,1638.0,1,-14.0,0.34868264059235776,0.4296215393710559,2.883202092305281,0.0
34909,1,0,3,68.0,285.0,1,7.0,0.1348065713374254,0.2344143269602333,0.6138219582220343,0.0
34910,0,0,5,9.0,134.0,3,7.0,0.4765467160026426,0.2963583165724508,3.206262470816035,0.0
34917,1,0,7,83.0,851.0,1,7.0,0.12683036377705598,0.2241816177842461,-1.130578335957979,0.0
34925,0,0,1,33.0,1425.0,1,-14.0,0.3754572716144346,0.4767734778771906,3.6955910855011536,0.0
34935,0,0,11,66.0,89.0,3,14.0,0.14306430343705465,0.10380009989811173,0.6403115690006691,0.0
34938,1,0,8,65.0,925.0,3,14.0,0.2265609323517074,0.2931828631522614,0.3908210068515863,1.0
34942,1,0,17,77.0,58.0,1,-24.0,0.08902067112210278,0.06915953743886978,0.1903806740499448,0.0
34945,0,0,1,36.0,1478.0,3,24.0,0.35930755823530314,0.4772137985547741,3.5645962518899994,1.0
34967,1,0,18,88.0,821.0,1,0.0,0.10630583041031316,0.16264343654954472,-2.0105734838695946,0.0
34970,0,0,3,87.0,1591.0,2,0.0,0.11155871797407403,0.25083499408971577,-1.2593567059333548,1.0
34984,0,0,1,40.0,579.0,2,17.0,0.3120938313324798,0.4522456205832779,3.2749321630006265,1.0
34986,0,0,5,54.0,120.0,1,16.0,0.16640019167524794,0.2075760941567632,1.039578433716843,1.0
34987,0,0,1,35.0,1571.0,1,0.0,0.3649895793268153,0.4760761500607857,3.5937987388783807,1.0
34988,1,0,2,2.0,1336.0,2,7.0,0.3126502850001716,0.6414246258686415,5.221453595834372,1.0
34998,0,0,3,50.0,861.0,1,21.0,0.3026431086898355,0.3920206666333703,2.2291217892984743,1.0
34999,1,0,9,46.0,773.0,2,21.0,0.350365902849381,0.3301497379583126,1.9246709894519265,1.0
35001,1,0,1,35.0,519.0,1,-24.0,0.3339698352940927,0.4487024230761764,3.451326059278629,0.0
35003,0,0,2,38.0,228.0,3,18.0,0.2796137627009724,0.3369668666331617,2.5192828638674074,1.0
35004,0,0,13,38.0,135.0,3,18.0,0.2853613542697134,0.22184101574842294,1.6427299619978626,0.0
35005,0,0,1,42.0,1562.0,2,0.0,0.3265285634046283,0.4747082674357531,3.2581055244948907,1.0
35010,1,0,10,50.0,695.0,2,-4.0,0.31842047920584554,0.3120469744603714,1.5568468112022558,0.0
35013,0,0,6,51.0,79.0,1,-11.0,0.22217094401675827,0.14749616859676767,1.3261592677934324,1.0
35016,1,0,3,56.0,1134.0,2,25.0,0.27195660685015993,0.3835546271135796,1.7489782860963916,0.0
35019,0,0,9,9.0,305.0,2,-28.0,0.5444689542166489,0.3467641575283479,3.877124600111461,0.0
35020,0,0,1,22.0,1294.0,3,0.0,0.4332500516440681,0.4658373897651335,4.0456153627544245,1.0
35021,1,0,5,5.0,1210.0,2,0.0,0.4837245838301379,0.4705093675569076,4.535638682602759,0.0
35036,0,0,7,54.0,177.0,1,10.0,0.1868405945306877,0.21496669353521825,1.0144164935323947,0.0
35044,1,0,2,4.0,513.0,1,13.0,0.5360002404741382,0.3788147170271856,4.001370816899491,0.0
35045,1,0,9,62.0,265.0,3,16.0,0.16836663551059294,0.2061012592941769,0.522356986336463,0.0
35047,0,0,1,48.0,1667.0,1,0.0,0.2934904421465469,0.4667689330517978,2.8818276620884817,1.0
35048,0,0,3,19.0,1505.0,3,0.0,0.4992114378972801,0.39323459777803066,3.6917052545647286,0.0
35059,1,0,10,80.0,626.0,3,15.0,0.13096380430988605,0.20447519490189256,-0.9275171126379118,0.0
35061,1,0,4,46.0,160.0,2,8.0,0.221779266632075,0.2573790954834049,1.6478010396473712,1.0
35062,0,0,1,17.0,87.0,1,8.0,0.4460916567474837,0.2669711229158171,3.0767735991658247,0.0
35063,0,0,1,35.0,1437.0,2,-7.0,0.3646336442791449,0.4774085019923681,3.613235458700398,1.0
35078,1,1,10,85.0,1015.0,2,-22.0,0.12186968360791572,0.2033305972016476,-1.5923367183499844,0.0
35079,0,0,1,55.0,900.0,2,22.0,0.2493294461462976,0.4514958954268518,2.505141733583358,1.0
35082,0,0,11,69.0,120.0,3,25.0,0.10371332033380716,0.13548728612083238,0.030591056384563605,0.0
35084,1,0,4,71.0,1659.0,3,0.0,0.18813449297118406,0.3080770151796805,0.051891034870333634,0.0
35087,1,0,12,86.0,787.0,2,4.0,0.11313893218269044,0.18482672352635013,-1.6273340299561985,0.0
35094,0,1,1,50.0,1408.0,2,3.0,0.2824003646330961,0.4666235327522258,2.804092811102513,1.0
35098,1,0,3,51.0,548.0,2,0.0,0.27211113204835796,0.3611299559694657,2.0402372823608026,0.0
35099,1,0,4,74.0,418.0,2,0.0,0.1322646860178904,0.2349320387009276,0.10900606451861217,0.0
35104,0,0,3,10.0,450.0,2,-4.0,0.5154093583933488,0.3639009638073133,3.755455438578281,0.0
35108,1,0,11,79.0,1752.0,1,-10.0,0.15004706588078465,0.21852001694068604,-1.3752203962553702,0.0
35111,0,0,1,34.0,900.0,2,-3.0,0.3635499727838255,0.475822869064165,3.67816659080476,1.0
35114,1,0,3,56.0,584.0,2,-4.0,0.2459669696097608,0.3523102543734101,1.698864594998279,0.0
35118,0,0,1,85.0,1259.0,2,0.0,0.11523424807101595,0.3284748349885615,-0.2089914368928132,0.0
35120,0,0,4,37.0,959.0,1,0.0,0.3966952803272256,0.3916675522445172,2.9090452860397407,1.0
35123,0,0,4,51.0,537.0,1,0.0,0.2764978003387415,0.34301123824333885,1.8842382235911963,1.0
35126,1,0,1,43.0,73.0,3,0.0,0.24732444577827875,0.22133421170599385,2.0368857706436168,1.0
35130,0,0,1,24.0,1348.0,1,-10.0,0.4231437692745421,0.4685460515469074,3.9924817997383375,1.0
35138,0,0,1,25.0,1583.0,2,0.0,0.4188804646450416,0.4679473901770134,3.940995644053741,1.0
35139,1,0,4,44.0,1352.0,2,-7.0,0.3562370117090294,0.3876117236483838,2.446545270796732,1.0
35141,1,0,9,73.0,244.0,3,2.0,0.11229944197039314,0.16304799596782496,-0.13545414960333124,1.0
35142,0,0,1,39.0,146.0,2,2.0,0.23442958943249914,0.3385934391071071,2.5048381664854507,1.0
35150,1,0,2,75.0,120.0,2,5.0,0.07689546182163914,0.16469331862636966,0.28268540037638257,0.0
35155,0,0,1,81.0,850.0,2,0.0,0.12552813516587755,0.3402534516603659,0.2916239490159751,0.0
35156,0,0,1,17.0,467.0,2,0.0,0.4295923164313507,0.4376095457348306,3.980797599021361,0.0
35158,0,0,1,55.0,111.0,2,3.0,0.18928720703571345,0.203708567428231,1.6440897647961608,1.0
35161,1,0,8,66.0,1231.0,3,5.0,0.22452819377628416,0.2925495452279291,0.2161220257420617,1.0
35162,1,0,11,61.0,1032.0,2,7.0,0.2585498865483634,0.29090420202735084,0.5447545685524364,0.0
35164,1,0,8,66.0,637.0,1,-7.0,0.20448415181191013,0.2709235455811333,0.3511605415234185,0.0
35166,0,0,1,33.0,114.0,3,0.0,0.33828118391007805,0.2590692898626667,2.6132431211110125,0.0
35172,0,0,1,69.0,1340.0,1,-3.0,0.1838352391187957,0.4082551324107952,1.2915723390831726,0.0
35177,0,0,2,25.0,612.0,1,0.0,0.426971874260954,0.4163421754620146,3.6220298356342404,0.0
35179,0,1,1,71.0,1743.0,2,-3.0,0.1737296430525678,0.3934420038551406,0.9869688309391303,1.0
35183,1,0,5,9.0,893.0,3,-10.0,0.5696563105757281,0.3467765607476991,3.7540324249745427,1.0
35192,0,0,1,8.0,1536.0,1,0.0,0.5049993180237339,0.4343401378871244,4.2431700834704085,1.0
35199,0,0,3,37.0,744.0,2,-7.0,0.3783786850158223,0.4022068216939395,3.010571565696088,1.0
35201,0,0,14,36.0,494.0,2,7.0,0.4035271030613157,0.2958839863056457,2.2599048839507048,0.0
35204,0,0,2,21.0,1595.0,2,-8.0,0.4707831537616843,0.4197619279702045,3.7793710657340527,0.0
35212,0,0,2,61.0,56.0,3,7.0,0.14331167489648766,0.14394810017386808,1.0708270883972066,0.0
35214,0,0,3,36.0,1427.0,3,-3.0,0.3984094617181252,0.4090647530529913,3.0533365542781787,0.0
35217,0,0,2,5.0,706.0,3,4.0,0.5419171979524053,0.38685713750789374,4.0546016387219685,0.0
35225,0,0,2,48.0,720.0,2,7.0,0.2972981717563564,0.4124308662936005,2.55581266931901,1.0
35229,0,0,1,58.0,328.0,2,-7.0,0.17811582802527864,0.3433327123956605,1.8391132775645915,1.0
35242,1,0,16,28.0,945.0,3,24.0,0.5014657139485579,0.31088683774968395,2.7732366543733566,0.0
35243,0,0,1,45.0,591.0,1,27.0,0.28533592303817146,0.4465501085702396,3.018423700246986,1.0
35244,0,0,2,13.0,362.0,1,27.0,0.4684808990362282,0.3821440430329462,3.736339332186143,0.0
35245,0,0,1,35.0,122.0,2,-36.0,0.2503831654807188,0.3401790408305108,2.6327969191745466,1.0
35261,0,0,7,7.0,179.0,1,-1.0,0.48445173698858396,0.3734791834108265,3.896850857543715,0.0
35266,0,0,1,1.0,1000.0,3,-7.0,0.2019870867607059,0.7522963128428364,5.684277509502863,0.0
35280,1,0,3,35.0,860.0,1,-4.0,0.39645906584476415,0.4072631792130384,3.136141991467208,1.0
35284,0,0,1,18.0,64.0,1,11.0,0.42756979817511054,0.2600414046461472,2.9721707303885414,0.0
35285,0,0,1,72.0,1687.0,3,0.0,0.1692417966838838,0.3898638533938228,0.9094986253539319,1.0
35286,0,0,1,15.0,1394.0,1,0.0,0.4696942616309536,0.4519488822604566,4.17081561733984,1.0
35305,1,0,11,47.0,1541.0,3,0.0,0.3598991164946677,0.321489796728569,1.645302703096554,0.0
35309,1,0,13,34.0,1012.0,1,0.0,0.4548815931533521,0.3243182148670318,2.541766032716497,0.0
35311,0,0,1,61.0,239.0,1,-1.0,0.14628835390215253,0.2961097475850838,1.4774646106263,1.0
35312,0,0,1,72.0,1718.0,2,6.0,0.16914185518484084,0.3892939193757903,0.8998642431386643,1.0
